year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2023,may,Food at Home,305.619,Northeast,Post-COVID,420.14,,248.7759166666667,
2024,may,Food at Home,307.711,Northeast,Post-COVID,423.02,,248.7759166666667,
2025,may,Food at Home,313.569,Northeast,Post-COVID,431.07,,248.7759166666667,
2015,may,Food Away From Home,258.477,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51575.98233526259
2016,may,Food Away From Home,265.316,Northeast,Pre-COVID,273.89,52797.78,259.34516666666667,51609.586507146196
2017,may,Food Away From Home,271.597,Northeast,Pre-COVID,280.38,53960.0,259.34516666666667,51525.84598995325
2018,may,Food Away From Home,280.017,Northeast,Pre-COVID,289.07,55435.56,259.34516666666667,51343.11326619455
2019,may,Food Away From Home,286.691,Northeast,Pre-COVID,295.96,,259.34516666666667,
2020,may,Food Away From Home,298.07,Northeast,Post-COVID,307.71,,259.34516666666667,
2021,may,Food Away From Home,308.774,Northeast,Post-COVID,318.76,,259.34516666666667,
2022,may,Food Away From Home,328.173,Northeast,Post-COVID,338.78,,259.34516666666667,
2023,may,Food Away From Home,354.585,Northeast,Post-COVID,366.05,,259.34516666666667,
2024,may,Food Away From Home,371.911,Northeast,Post-COVID,383.93,,259.34516666666667,
2025,may,Food Away From Home,385.637,Northeast,Post-COVID,398.1,,259.34516666666667,
2015,may,Energy,206.175,Northeast,Pre-COVID,292.92,51403.33,197.10875,49142.94226815812
2016,may,Energy,186.534,Northeast,Pre-COVID,265.01,52797.78,197.10875,55790.92507840394
2017,may,Energy,200.152,Northeast,Pre-COVID,284.36,53960.0,197.10875,53139.55468843679
2018,may,Energy,224.829,Northeast,Pre-COVID,319.42,55435.56,197.10875,48600.642875919024
2019,may,Energy,219.921,Northeast,Pre-COVID,312.45,,197.10875,
2020,may,Energy,183.663,Northeast,Post-COVID,260.93,,197.10875,
2021,may,Energy,225.404,Northeast,Post-COVID,320.24,,197.10875,
2022,may,Energy,316.107,Northeast,Post-COVID,449.1,,197.10875,
2023,may,Energy,272.659,Northeast,Post-COVID,387.37,,197.10875,
2024,may,Energy,282.049,Northeast,Post-COVID,400.71,,197.10875,
2025,may,Energy,280.463,Northeast,Post-COVID,398.46,,197.10875,
2015,may,Shelter,323.612,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51604.305437506955
2016,may,Shelter,332.503,Northeast,Pre-COVID,1506.11,52797.78,324.87725,51586.89567464053
2017,may,Shelter,340.473,Northeast,Pre-COVID,1542.21,53960.0,324.87725,51488.30130436187
2018,may,Shelter,349.926,Northeast,Pre-COVID,1585.03,55435.56,324.87725,51467.316761286675
2019,may,Shelter,358.234,Northeast,Pre-COVID,1622.66,,324.87725,
2020,may,Shelter,365.728,Northeast,Post-COVID,1656.6,,324.87725,
2021,may,Shelter,372.283,Northeast,Post-COVID,1686.29,,324.87725,
2022,may,Shelter,384.343,Northeast,Post-COVID,1740.92,,324.87725,
2023,may,Shelter,408.046,Northeast,Post-COVID,1848.29,,324.87725,
2024,may,Shelter,433.995,Northeast,Post-COVID,1965.82,,324.87725,
2025,may,Shelter,454.31,Northeast,Post-COVID,2057.84,,324.87725,
2015,may,Medical Care,469.261,Northeast,Pre-COVID,412.67,51403.33,468.18075,51284.99830989044
2016,may,Medical Care,484.072,Northeast,Pre-COVID,425.69,52797.78,468.18075,51064.51982088408
2017,may,Medical Care,491.976,Northeast,Pre-COVID,432.64,53960.0,468.18075,51350.13348212107
2018,may,Medical Care,504.921,Northeast,Pre-COVID,444.03,55435.56,468.18075,51401.82733035465
2019,may,Medical Care,521.223,Northeast,Pre-COVID,458.36,,468.18075,
2020,may,Medical Care,548.862,Northeast,Post-COVID,482.67,,468.18075,
2021,may,Medical Care,550.36,Northeast,Post-COVID,483.98,,468.18075,
2022,may,Medical Care,568.877,Northeast,Post-COVID,500.27,,468.18075,
2023,may,Medical Care,560.953,Northeast,Post-COVID,493.3,,468.18075,
2024,may,Medical Care,578.443,Northeast,Post-COVID,508.68,,468.18075,
2025,may,Medical Care,583.519,Northeast,Post-COVID,513.14,,468.18075,
2015,jun,Food at Home,249.264,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51302.67724368207
2016,jun,Food at Home,244.57,Northeast,Pre-COVID,335.64,52797.78,248.7759166666667,53705.7534344564
2017,jun,Food at Home,245.729,Northeast,Pre-COVID,337.23,53960.0,248.7759166666667,54629.077004884784
2018,jun,Food at Home,248.297,Northeast,Pre-COVID,340.76,55435.56,248.7759166666667,55542.484423613656
2019,jun,Food at Home,251.013,Northeast,Pre-COVID,344.48,,248.7759166666667,
2020,jun,Food at Home,263.522,Northeast,Post-COVID,361.65,,248.7759166666667,
2021,jun,Food at Home,264.804,Northeast,Post-COVID,363.41,,248.7759166666667,
2022,jun,Food at Home,291.665,Northeast,Post-COVID,400.27,,248.7759166666667,
2023,jun,Food at Home,305.456,Northeast,Post-COVID,419.2,,248.7759166666667,
2024,jun,Food at Home,307.891,Northeast,Post-COVID,422.54,,248.7759166666667,
2025,jun,Food at Home,313.831,Northeast,Post-COVID,430.69,,248.7759166666667,
2015,jun,Food Away From Home,259.212,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51429.73776704654
2016,jun,Food Away From Home,266.064,Northeast,Pre-COVID,273.89,52797.78,259.34516666666667,51464.493707265916
2017,jun,Food Away From Home,272.129,Northeast,Pre-COVID,280.13,53960.0,259.34516666666667,51425.11527008637
2018,jun,Food Away From Home,280.296,Northeast,Pre-COVID,288.54,55435.56,259.34516666666667,51292.00754723578
2019,jun,Food Away From Home,288.223,Northeast,Pre-COVID,296.7,,259.34516666666667,
2020,jun,Food Away From Home,299.261,Northeast,Post-COVID,308.06,,259.34516666666667,
2021,jun,Food Away From Home,309.388,Northeast,Post-COVID,318.48,,259.34516666666667,
2022,jun,Food Away From Home,331.418,Northeast,Post-COVID,341.16,,259.34516666666667,
2023,jun,Food Away From Home,356.6,Northeast,Post-COVID,367.08,,259.34516666666667,
2024,jun,Food Away From Home,373.582,Northeast,Post-COVID,384.57,,259.34516666666667,
2025,jun,Food Away From Home,386.542,Northeast,Post-COVID,397.91,,259.34516666666667,
2015,jun,Energy,211.16,Northeast,Pre-COVID,292.92,51403.33,197.10875,47982.79087960551
2016,jun,Energy,190.756,Northeast,Pre-COVID,264.61,52797.78,197.10875,54556.105278864095
2017,jun,Energy,198.853,Northeast,Pre-COVID,275.84,53960.0,197.10875,53486.686899367865
2018,jun,Energy,224.93,Northeast,Pre-COVID,312.02,55435.56,197.10875,48578.81979793713
2019,jun,Energy,216.394,Northeast,Pre-COVID,300.18,,197.10875,
2020,jun,Energy,190.948,Northeast,Post-COVID,264.88,,197.10875,
2021,jun,Energy,231.222,Northeast,Post-COVID,320.75,,197.10875,
2022,jun,Energy,333.517,Northeast,Post-COVID,462.65,,197.10875,
2023,jun,Energy,276.781,Northeast,Post-COVID,383.94,,197.10875,
2024,jun,Energy,282.219,Northeast,Post-COVID,391.49,,197.10875,
2025,jun,Energy,288.994,Northeast,Post-COVID,400.89,,197.10875,
2015,jun,Shelter,324.5,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51463.08934127119
2016,jun,Shelter,333.809,Northeast,Pre-COVID,1507.88,52797.78,324.87725,51385.06622800763
2017,jun,Shelter,340.804,Northeast,Pre-COVID,1539.48,53960.0,324.87725,51438.29418081948
2018,jun,Shelter,350.467,Northeast,Pre-COVID,1583.13,55435.56,324.87725,51387.869000533574
2019,jun,Shelter,359.255,Northeast,Pre-COVID,1622.83,,324.87725,
2020,jun,Shelter,367.321,Northeast,Post-COVID,1659.26,,324.87725,
2021,jun,Shelter,375.342,Northeast,Post-COVID,1695.5,,324.87725,
2022,jun,Shelter,385.575,Northeast,Post-COVID,1741.72,,324.87725,
2023,jun,Shelter,410.022,Northeast,Post-COVID,1852.15,,324.87725,
2024,jun,Shelter,436.491,Northeast,Post-COVID,1971.72,,324.87725,
2025,jun,Shelter,455.626,Northeast,Post-COVID,2058.16,,324.87725,
2015,jun,Medical Care,467.204,Northeast,Pre-COVID,412.67,51403.33,468.18075,51510.79526694441
2016,jun,Medical Care,484.979,Northeast,Pre-COVID,428.37,52797.78,468.18075,50969.01976938176
2017,jun,Medical Care,493.415,Northeast,Pre-COVID,435.82,53960.0,468.18075,51200.37548513929
2018,jun,Medical Care,504.804,Northeast,Pre-COVID,445.88,55435.56,468.18075,51413.740892445385
2019,jun,Medical Care,522.8,Northeast,Pre-COVID,461.77,,468.18075,
2020,jun,Medical Care,552.744,Northeast,Post-COVID,488.22,,468.18075,
2021,jun,Medical Care,546.769,Northeast,Post-COVID,482.94,,468.18075,
2022,jun,Medical Care,573.145,Northeast,Post-COVID,506.24,,468.18075,
2023,jun,Medical Care,558.956,Northeast,Post-COVID,493.71,,468.18075,
2024,jun,Medical Care,578.651,Northeast,Post-COVID,511.1,,468.18075,
2025,jun,Medical Care,585.244,Northeast,Post-COVID,516.93,,468.18075,
2015,jul,Food at Home,248.52,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51456.263240259
2016,jul,Food at Home,244.816,Northeast,Pre-COVID,336.98,52797.78,248.7759166666667,53651.78794468091
2017,jul,Food at Home,246.937,Northeast,Pre-COVID,339.9,53960.0,248.7759166666667,54361.8350564449
2018,jul,Food at Home,249.803,Northeast,Pre-COVID,343.85,55435.56,248.7759166666667,55207.63263423578
2019,jul,Food at Home,250.175,Northeast,Pre-COVID,344.36,,248.7759166666667,
2020,jul,Food at Home,261.877,Northeast,Post-COVID,360.47,,248.7759166666667,
2021,jul,Food at Home,265.218,Northeast,Post-COVID,365.07,,248.7759166666667,
2022,jul,Food at Home,296.137,Northeast,Post-COVID,407.63,,248.7759166666667,
2023,jul,Food at Home,306.205,Northeast,Post-COVID,421.49,,248.7759166666667,
2024,jul,Food at Home,309.0,Northeast,Post-COVID,425.33,,248.7759166666667,
2025,jul,Food at Home,315.021,Northeast,Post-COVID,433.62,,248.7759166666667,
2015,jul,Food Away From Home,260.058,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51262.43063498015
2016,jul,Food Away From Home,266.926,Northeast,Pre-COVID,273.88,52797.78,259.34516666666667,51298.296358279076
2017,jul,Food Away From Home,272.847,Northeast,Pre-COVID,279.96,53960.0,259.34516666666667,51289.78949130221
2018,jul,Food Away From Home,280.675,Northeast,Pre-COVID,287.99,55435.56,259.34516666666667,51222.74711841097
2019,jul,Food Away From Home,288.751,Northeast,Pre-COVID,296.27,,259.34516666666667,
2020,jul,Food Away From Home,299.243,Northeast,Post-COVID,307.04,,259.34516666666667,
2021,jul,Food Away From Home,311.464,Northeast,Post-COVID,319.58,,259.34516666666667,
2022,jul,Food Away From Home,334.425,Northeast,Post-COVID,343.14,,259.34516666666667,
2023,jul,Food Away From Home,357.255,Northeast,Post-COVID,366.56,,259.34516666666667,
2024,jul,Food Away From Home,373.682,Northeast,Post-COVID,383.42,,259.34516666666667,
2025,jul,Food Away From Home,388.3,Northeast,Post-COVID,398.42,,259.34516666666667,
2015,jul,Energy,206.809,Northeast,Pre-COVID,292.92,51403.33,197.10875,48992.28816027107
2016,jul,Energy,187.052,Northeast,Pre-COVID,264.93,52797.78,197.10875,55636.42419527724
2017,jul,Energy,196.72,Northeast,Pre-COVID,278.63,53960.0,197.10875,54066.63354005693
2018,jul,Energy,223.343,Northeast,Pre-COVID,316.33,55435.56,197.10875,48924.00450047685
2019,jul,Energy,215.57,Northeast,Pre-COVID,305.33,,197.10875,
2020,jul,Energy,192.472,Northeast,Post-COVID,272.61,,197.10875,
2021,jul,Energy,232.729,Northeast,Post-COVID,329.63,,197.10875,
2022,jul,Energy,318.237,Northeast,Post-COVID,450.74,,197.10875,
2023,jul,Energy,275.009,Northeast,Post-COVID,389.51,,197.10875,
2024,jul,Energy,285.253,Northeast,Post-COVID,404.02,,197.10875,
2025,jul,Energy,288.292,Northeast,Post-COVID,408.33,,197.10875,
2015,jul,Shelter,326.169,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51199.753781758845
2016,jul,Shelter,335.313,Northeast,Pre-COVID,1506.93,52797.78,324.87725,51154.585633438015
2017,jul,Shelter,341.308,Northeast,Pre-COVID,1533.87,53960.0,324.87725,51362.33668709787
2018,jul,Shelter,351.001,Northeast,Pre-COVID,1577.43,55435.56,324.87725,51309.68938837782
2019,jul,Shelter,359.887,Northeast,Pre-COVID,1617.37,,324.87725,
2020,jul,Shelter,367.962,Northeast,Post-COVID,1653.65,,324.87725,
2021,jul,Shelter,376.327,Northeast,Post-COVID,1691.25,,324.87725,
2022,jul,Shelter,386.621,Northeast,Post-COVID,1737.51,,324.87725,
2023,jul,Shelter,411.594,Northeast,Post-COVID,1849.74,,324.87725,
2024,jul,Shelter,437.068,Northeast,Post-COVID,1964.22,,324.87725,
2025,jul,Shelter,456.9,Northeast,Post-COVID,2053.35,,324.87725,
2015,jul,Medical Care,467.511,Northeast,Pre-COVID,412.67,51403.33,468.18075,51476.9697224183
2016,jul,Medical Care,486.995,Northeast,Pre-COVID,429.86,52797.78,468.18075,50758.024699914786
2017,jul,Medical Care,494.618,Northeast,Pre-COVID,436.59,53960.0,468.18075,51075.84695664129
2018,jul,Medical Care,504.541,Northeast,Pre-COVID,445.35,55435.56,468.18075,51440.541120483766
2019,jul,Medical Care,526.016,Northeast,Pre-COVID,464.31,,468.18075,
2020,jul,Medical Care,554.273,Northeast,Post-COVID,489.25,,468.18075,
2021,jul,Medical Care,548.685,Northeast,Post-COVID,484.32,,468.18075,
2022,jul,Medical Care,576.156,Northeast,Post-COVID,508.57,,468.18075,
2023,jul,Medical Care,559.936,Northeast,Post-COVID,494.25,,468.18075,
2024,jul,Medical Care,572.336,Northeast,Post-COVID,505.19,,468.18075,
2025,jul,Medical Care,583.846,Northeast,Post-COVID,515.35,,468.18075,
2015,aug,Food at Home,249.021,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51352.73948971841
2016,aug,Food at Home,244.587,Northeast,Pre-COVID,335.99,52797.78,248.7759166666667,53702.02062033142
2017,aug,Food at Home,246.165,Northeast,Pre-COVID,338.16,53960.0,248.7759166666667,54532.319636558146
2018,aug,Food at Home,250.062,Northeast,Pre-COVID,343.51,55435.56,248.7759166666667,55150.451707696484
2019,aug,Food at Home,250.784,Northeast,Pre-COVID,344.51,,248.7759166666667,
2020,aug,Food at Home,260.775,Northeast,Post-COVID,358.23,,248.7759166666667,
2021,aug,Food at Home,266.563,Northeast,Post-COVID,366.18,,248.7759166666667,
2022,aug,Food at Home,298.62,Northeast,Post-COVID,410.22,,248.7759166666667,
2023,aug,Food at Home,305.792,Northeast,Post-COVID,420.07,,248.7759166666667,
2024,aug,Food at Home,308.935,Northeast,Post-COVID,424.39,,248.7759166666667,
2025,aug,Food at Home,316.957,Northeast,Post-COVID,435.41,,248.7759166666667,
2015,aug,Food Away From Home,259.933,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51287.082386890725
2016,aug,Food Away From Home,267.145,Northeast,Pre-COVID,274.24,52797.78,259.34516666666667,51256.24306548878
2017,aug,Food Away From Home,273.329,Northeast,Pre-COVID,280.58,53960.0,259.34516666666667,51199.34289202146
2018,aug,Food Away From Home,281.392,Northeast,Pre-COVID,288.86,55435.56,259.34516666666667,51092.2291588247
2019,aug,Food Away From Home,289.738,Northeast,Pre-COVID,297.43,,259.34516666666667,
2020,aug,Food Away From Home,299.666,Northeast,Post-COVID,307.62,,259.34516666666667,
2021,aug,Food Away From Home,313.536,Northeast,Post-COVID,321.86,,259.34516666666667,
2022,aug,Food Away From Home,335.92,Northeast,Post-COVID,344.84,,259.34516666666667,
2023,aug,Food Away From Home,359.368,Northeast,Post-COVID,368.91,,259.34516666666667,
2024,aug,Food Away From Home,374.39,Northeast,Post-COVID,384.33,,259.34516666666667,
2025,aug,Food Away From Home,388.838,Northeast,Post-COVID,399.16,,259.34516666666667,
2015,aug,Energy,198.583,Northeast,Pre-COVID,292.92,51403.33,197.10875,51021.71949329751
2016,aug,Energy,182.872,Northeast,Pre-COVID,269.74,52797.78,197.10875,56908.13475313333
2017,aug,Energy,198.899,Northeast,Pre-COVID,293.38,53960.0,197.10875,53474.31686433818
2018,aug,Energy,222.382,Northeast,Pre-COVID,328.02,55435.56,197.10875,49135.42434706945
2019,aug,Energy,211.696,Northeast,Pre-COVID,312.26,,197.10875,
2020,aug,Energy,190.904,Northeast,Post-COVID,281.59,,197.10875,
2021,aug,Energy,235.385,Northeast,Post-COVID,347.2,,197.10875,
2022,aug,Energy,308.83,Northeast,Post-COVID,455.53,,197.10875,
2023,aug,Energy,283.238,Northeast,Post-COVID,417.79,,197.10875,
2024,aug,Energy,279.467,Northeast,Post-COVID,412.22,,197.10875,
2025,aug,Energy,286.402,Northeast,Post-COVID,422.45,,197.10875,
2015,aug,Shelter,326.509,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51146.438509329
2016,aug,Shelter,336.263,Northeast,Pre-COVID,1509.62,52797.78,324.87725,51010.065253997614
2017,aug,Shelter,343.129,Northeast,Pre-COVID,1540.45,53960.0,324.87725,51089.7546112395
2018,aug,Shelter,353.18,Northeast,Pre-COVID,1585.57,55435.56,324.87725,50993.126125516734
2019,aug,Shelter,360.222,Northeast,Pre-COVID,1617.18,,324.87725,
2020,aug,Shelter,367.753,Northeast,Post-COVID,1650.99,,324.87725,
2021,aug,Shelter,375.128,Northeast,Post-COVID,1684.1,,324.87725,
2022,aug,Shelter,388.91,Northeast,Post-COVID,1745.98,,324.87725,
2023,aug,Shelter,413.698,Northeast,Post-COVID,1857.26,,324.87725,
2024,aug,Shelter,439.75,Northeast,Post-COVID,1974.22,,324.87725,
2025,aug,Shelter,459.071,Northeast,Post-COVID,2060.96,,324.87725,
2015,aug,Medical Care,468.451,Northeast,Pre-COVID,412.67,51403.33,468.18075,51373.675351098624
2016,aug,Medical Care,488.309,Northeast,Pre-COVID,430.16,52797.78,468.18075,50621.43896331011
2017,aug,Medical Care,495.072,Northeast,Pre-COVID,436.12,53960.0,468.18075,51029.00844725615
2018,aug,Medical Care,505.303,Northeast,Pre-COVID,445.13,55435.56,468.18075,51362.968471333035
2019,aug,Medical Care,528.447,Northeast,Pre-COVID,465.52,,468.18075,
2020,aug,Medical Care,551.685,Northeast,Post-COVID,485.99,,468.18075,
2021,aug,Medical Care,549.119,Northeast,Post-COVID,483.73,,468.18075,
2022,aug,Medical Care,580.669,Northeast,Post-COVID,511.52,,468.18075,
2023,aug,Medical Care,558.709,Northeast,Post-COVID,492.18,,468.18075,
2024,aug,Medical Care,573.346,Northeast,Post-COVID,505.07,,468.18075,
2025,aug,Medical Care,586.758,Northeast,Post-COVID,516.89,,468.18075,
2015,sep,Food at Home,249.251,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51305.352999463066
2016,sep,Food at Home,244.649,Northeast,Pre-COVID,335.77,52797.78,248.7759166666667,53688.4112236919
2017,sep,Food at Home,245.539,Northeast,Pre-COVID,336.99,53960.0,248.7759166666667,54671.34941224544
2018,sep,Food at Home,250.733,Northeast,Pre-COVID,344.12,55435.56,248.7759166666667,55002.86063234596
2019,sep,Food at Home,250.048,Northeast,Pre-COVID,343.18,,248.7759166666667,
2020,sep,Food at Home,260.903,Northeast,Post-COVID,358.08,,248.7759166666667,
2021,sep,Food at Home,268.88,Northeast,Post-COVID,369.02,,248.7759166666667,
2022,sep,Food at Home,299.757,Northeast,Post-COVID,411.4,,248.7759166666667,
2023,sep,Food at Home,306.771,Northeast,Post-COVID,421.03,,248.7759166666667,
2024,sep,Food at Home,311.03,Northeast,Post-COVID,426.87,,248.7759166666667,
2025,sep,Food at Home,,Northeast,Post-COVID,,,248.7759166666667,
2015,sep,Food Away From Home,260.986,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51080.15443767738
2016,sep,Food Away From Home,267.88,Northeast,Pre-COVID,273.88,52797.78,259.34516666666667,51115.60793538151
2017,sep,Food Away From Home,273.88,Northeast,Pre-COVID,280.02,53960.0,259.34516666666667,51096.33851808578
2018,sep,Food Away From Home,281.681,Northeast,Pre-COVID,287.99,55435.56,259.34516666666667,51039.80938529755
2019,sep,Food Away From Home,290.422,Northeast,Pre-COVID,296.93,,259.34516666666667,
2020,sep,Food Away From Home,300.242,Northeast,Post-COVID,306.97,,259.34516666666667,
2021,sep,Food Away From Home,316.597,Northeast,Post-COVID,323.69,,259.34516666666667,
2022,sep,Food Away From Home,340.447,Northeast,Post-COVID,348.07,,259.34516666666667,
2023,sep,Food Away From Home,360.909,Northeast,Post-COVID,369.0,,259.34516666666667,
2024,sep,Food Away From Home,375.79,Northeast,Post-COVID,384.21,,259.34516666666667,
2025,sep,Food Away From Home,,Northeast,Post-COVID,,,259.34516666666667,
2015,sep,Energy,190.364,Northeast,Pre-COVID,292.92,51403.33,197.10875,53224.59142557153
2016,sep,Energy,185.329,Northeast,Pre-COVID,285.17,52797.78,197.10875,56153.674916364944
2017,sep,Energy,210.049,Northeast,Pre-COVID,323.21,53960.0,197.10875,50635.747611271654
2018,sep,Energy,222.488,Northeast,Pre-COVID,342.35,55435.56,197.10875,49112.01474753694
2019,sep,Energy,208.392,Northeast,Pre-COVID,320.66,,197.10875,
2020,sep,Energy,191.582,Northeast,Post-COVID,294.79,,197.10875,
2021,sep,Energy,238.073,Northeast,Post-COVID,366.33,,197.10875,
2022,sep,Energy,294.732,Northeast,Post-COVID,453.51,,197.10875,
2023,sep,Energy,284.786,Northeast,Post-COVID,438.21,,197.10875,
2024,sep,Energy,273.529,Northeast,Post-COVID,420.88,,197.10875,
2025,sep,Energy,,Northeast,Post-COVID,,,197.10875,
2015,sep,Shelter,327.736,Northeast,Pre-COVID,1465.83,51403.33,324.87725,50954.95304526357
2016,sep,Shelter,336.165,Northeast,Pre-COVID,1503.53,52797.78,324.87725,51024.93588715363
2017,sep,Shelter,342.873,Northeast,Pre-COVID,1533.54,53960.0,324.87725,51127.89986379796
2018,sep,Shelter,352.325,Northeast,Pre-COVID,1575.81,55435.56,324.87725,51116.873015000354
2019,sep,Shelter,361.023,Northeast,Pre-COVID,1614.71,,324.87725,
2020,sep,Shelter,368.205,Northeast,Post-COVID,1646.84,,324.87725,
2021,sep,Shelter,375.444,Northeast,Post-COVID,1679.21,,324.87725,
2022,sep,Shelter,390.895,Northeast,Post-COVID,1748.32,,324.87725,
2023,sep,Shelter,416.575,Northeast,Post-COVID,1863.17,,324.87725,
2024,sep,Shelter,441.126,Northeast,Post-COVID,1972.98,,324.87725,
2025,sep,Shelter,,Northeast,Post-COVID,,,324.87725,
2015,sep,Medical Care,469.086,Northeast,Pre-COVID,412.67,51403.33,468.18075,51304.13099495082
2016,sep,Medical Care,488.584,Northeast,Pre-COVID,429.82,52797.78,468.18075,50592.946635041255
2017,sep,Medical Care,496.216,Northeast,Pre-COVID,436.53,53960.0,468.18075,50911.3637407903
2018,sep,Medical Care,506.476,Northeast,Pre-COVID,445.56,55435.56,468.18075,51244.011675716116
2019,sep,Medical Care,531.412,Northeast,Pre-COVID,467.5,,468.18075,
2020,sep,Medical Care,548.668,Northeast,Post-COVID,482.68,,468.18075,
2021,sep,Medical Care,549.485,Northeast,Post-COVID,483.4,,468.18075,
2022,sep,Medical Care,582.964,Northeast,Post-COVID,512.85,,468.18075,
2023,sep,Medical Care,556.263,Northeast,Post-COVID,489.36,,468.18075,
2024,sep,Medical Care,572.052,Northeast,Post-COVID,503.25,,468.18075,
2025,sep,Medical Care,,Northeast,Post-COVID,,,468.18075,
2015,oct,Food at Home,249.465,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51261.341432542315
2016,oct,Food at Home,244.455,Northeast,Pre-COVID,335.21,52797.78,248.7759166666667,53731.018459286985
2017,oct,Food at Home,247.077,Northeast,Pre-COVID,338.81,53960.0,248.7759166666667,54331.03228278364
2018,oct,Food at Home,248.743,Northeast,Pre-COVID,341.09,55435.56,248.7759166666667,55442.89590030674
2019,oct,Food at Home,251.386,Northeast,Pre-COVID,344.72,,248.7759166666667,
2020,oct,Food at Home,259.598,Northeast,Post-COVID,355.98,,248.7759166666667,
2021,oct,Food at Home,270.004,Northeast,Post-COVID,370.25,,248.7759166666667,
2022,oct,Food at Home,302.019,Northeast,Post-COVID,414.15,,248.7759166666667,
2023,oct,Food at Home,308.342,Northeast,Post-COVID,422.82,,248.7759166666667,
2024,oct,Food at Home,309.656,Northeast,Post-COVID,424.62,,248.7759166666667,
2025,oct,Food at Home,,Northeast,Post-COVID,,,248.7759166666667,
2015,oct,Food Away From Home,261.198,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51038.69549564571
2016,oct,Food Away From Home,268.284,Northeast,Pre-COVID,274.07,52797.78,259.34516666666667,51038.634632441746
2017,oct,Food Away From Home,274.502,Northeast,Pre-COVID,280.42,53960.0,259.34516666666667,50980.55822301233
2018,oct,Food Away From Home,281.948,Northeast,Pre-COVID,288.03,55435.56,259.34516666666667,50991.47554676749
2019,oct,Food Away From Home,290.713,Northeast,Pre-COVID,296.99,,259.34516666666667,
2020,oct,Food Away From Home,301.677,Northeast,Post-COVID,308.19,,259.34516666666667,
2021,oct,Food Away From Home,320.371,Northeast,Post-COVID,327.28,,259.34516666666667,
2022,oct,Food Away From Home,345.023,Northeast,Post-COVID,352.47,,259.34516666666667,
2023,oct,Food Away From Home,362.775,Northeast,Post-COVID,370.6,,259.34516666666667,
2024,oct,Food Away From Home,376.241,Northeast,Post-COVID,384.36,,259.34516666666667,
2025,oct,Food Away From Home,,Northeast,Post-COVID,,,259.34516666666667,
2015,oct,Energy,183.436,Northeast,Pre-COVID,292.92,51403.33,197.10875,55234.774646947706
2016,oct,Energy,185.717,Northeast,Pre-COVID,296.56,52797.78,197.10875,56036.35864554671
2017,oct,Energy,202.61,Northeast,Pre-COVID,323.53,53960.0,197.10875,52494.882532945056
2018,oct,Energy,221.078,Northeast,Pre-COVID,353.02,55435.56,197.10875,49425.243294900436
2019,oct,Energy,206.786,Northeast,Pre-COVID,330.2,,197.10875,
2020,oct,Energy,189.574,Northeast,Post-COVID,302.72,,197.10875,
2021,oct,Energy,247.925,Northeast,Post-COVID,395.89,,197.10875,
2022,oct,Energy,295.557,Northeast,Post-COVID,471.96,,197.10875,
2023,oct,Energy,278.447,Northeast,Post-COVID,444.63,,197.10875,
2024,oct,Energy,270.508,Northeast,Post-COVID,431.96,,197.10875,
2025,oct,Energy,,Northeast,Post-COVID,,,197.10875,
2015,oct,Shelter,327.847,Northeast,Pre-COVID,1465.83,51403.33,324.87725,50937.701096067685
2016,oct,Shelter,337.408,Northeast,Pre-COVID,1508.58,52797.78,324.87725,50836.96169772204
2017,oct,Shelter,343.253,Northeast,Pre-COVID,1534.71,53960.0,324.87725,51071.29845915404
2018,oct,Shelter,352.035,Northeast,Pre-COVID,1573.98,55435.56,324.87725,51158.98216089309
2019,oct,Shelter,359.999,Northeast,Pre-COVID,1609.59,,324.87725,
2020,oct,Shelter,366.774,Northeast,Post-COVID,1639.88,,324.87725,
2021,oct,Shelter,374.986,Northeast,Post-COVID,1676.6,,324.87725,
2022,oct,Shelter,392.926,Northeast,Post-COVID,1756.81,,324.87725,
2023,oct,Shelter,417.687,Northeast,Post-COVID,1867.52,,324.87725,
2024,oct,Shelter,442.607,Northeast,Post-COVID,1978.94,,324.87725,
2025,oct,Shelter,,Northeast,Post-COVID,,,324.87725,
2015,oct,Medical Care,471.457,Northeast,Pre-COVID,412.67,51403.33,468.18075,51046.11786843233
2016,oct,Medical Care,488.866,Northeast,Pre-COVID,427.9,52797.78,468.18075,50563.762337194654
2017,oct,Medical Care,498.337,Northeast,Pre-COVID,436.19,53960.0,468.18075,50694.67703582114
