year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2020,oct,Food at Home,234.245,Midwest,Post-COVID,329.22,,230.04600000000002,
2021,oct,Food at Home,249.139,Midwest,Post-COVID,350.16,,230.04600000000002,
2022,oct,Food at Home,282.059,Midwest,Post-COVID,396.42,,230.04600000000002,
2023,oct,Food at Home,288.13,Midwest,Post-COVID,404.96,,230.04600000000002,
2024,oct,Food at Home,292.313,Midwest,Post-COVID,410.83,,230.04600000000002,
2025,oct,Food at Home,,Midwest,Post-COVID,,,230.04600000000002,
2015,oct,Food Away From Home,256.751,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44026.68446439028
2016,oct,Food Away From Home,263.39,Midwest,Pre-COVID,260.74,45647.5,254.83616666666668,44165.05530930054
2017,oct,Food Away From Home,267.849,Midwest,Pre-COVID,265.15,46655.0,254.83616666666668,44388.37313498775
2018,oct,Food Away From Home,273.635,Midwest,Pre-COVID,270.88,47865.0,254.83616666666668,44576.65546256876
2019,oct,Food Away From Home,281.449,Midwest,Pre-COVID,278.62,,254.83616666666668,
2020,oct,Food Away From Home,291.593,Midwest,Post-COVID,288.66,,254.83616666666668,
2021,oct,Food Away From Home,307.993,Midwest,Post-COVID,304.89,,254.83616666666668,
2022,oct,Food Away From Home,338.681,Midwest,Post-COVID,335.27,,254.83616666666668,
2023,oct,Food Away From Home,354.347,Midwest,Post-COVID,350.78,,254.83616666666668,
2024,oct,Food Away From Home,365.086,Midwest,Post-COVID,361.41,,254.83616666666668,
2025,oct,Food Away From Home,,Midwest,Post-COVID,,,254.83616666666668,
2015,oct,Energy,192.789,Midwest,Pre-COVID,275.83,44357.5,195.657,45017.37846816987
2016,oct,Energy,187.192,Midwest,Pre-COVID,267.83,45647.5,195.657,47711.72329746997
2017,oct,Energy,196.531,Midwest,Pre-COVID,281.19,46655.0,195.657,46447.51889014965
2018,oct,Energy,212.364,Midwest,Pre-COVID,303.84,47865.0,195.657,44099.387396168844
2019,oct,Energy,201.417,Midwest,Pre-COVID,288.18,,195.657,
2020,oct,Energy,182.841,Midwest,Post-COVID,261.6,,195.657,
2021,oct,Energy,243.658,Midwest,Post-COVID,348.61,,195.657,
2022,oct,Energy,283.218,Midwest,Post-COVID,405.21,,195.657,
2023,oct,Energy,254.858,Midwest,Post-COVID,364.64,,195.657,
2024,oct,Energy,247.821,Midwest,Post-COVID,354.57,,195.657,
2025,oct,Energy,,Midwest,Post-COVID,,,195.657,
2015,oct,Shelter,250.776,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44064.717788484544
2016,oct,Shelter,257.898,Midwest,Pre-COVID,1414.22,45647.5,249.12075000000002,44093.94192907661
2017,oct,Shelter,264.438,Midwest,Pre-COVID,1450.08,46655.0,249.12075000000002,43952.56578574184
2018,oct,Shelter,273.686,Midwest,Pre-COVID,1500.8,47865.0,249.12075000000002,43568.778449573605
2019,oct,Shelter,281.992,Midwest,Pre-COVID,1546.34,,249.12075000000002,
2020,oct,Shelter,287.428,Midwest,Post-COVID,1576.15,,249.12075000000002,
2021,oct,Shelter,299.37,Midwest,Post-COVID,1641.64,,249.12075000000002,
2022,oct,Shelter,315.262,Midwest,Post-COVID,1728.79,,249.12075000000002,
2023,oct,Shelter,337.211,Midwest,Post-COVID,1849.15,,249.12075000000002,
2024,oct,Shelter,356.519,Midwest,Post-COVID,1955.02,,249.12075000000002,
2025,oct,Shelter,,Midwest,Post-COVID,,,249.12075000000002,
2015,oct,Medical Care,454.68,Midwest,Pre-COVID,399.58,44357.5,451.846,44081.021696577816
2016,oct,Medical Care,476.005,Midwest,Pre-COVID,418.32,45647.5,451.846,43330.72191468577
2017,oct,Medical Care,478.733,Midwest,Pre-COVID,420.72,46655.0,451.846,44034.72317554879
2018,oct,Medical Care,486.365,Midwest,Pre-COVID,427.43,47865.0,451.846,44467.856013487806
2019,oct,Medical Care,508.101,Midwest,Pre-COVID,446.53,,451.846,
2020,oct,Medical Care,520.319,Midwest,Post-COVID,457.27,,451.846,
2021,oct,Medical Care,523.379,Midwest,Post-COVID,459.96,,451.846,
2022,oct,Medical Care,548.934,Midwest,Post-COVID,482.42,,451.846,
2023,oct,Medical Care,549.901,Midwest,Post-COVID,483.27,,451.846,
2024,oct,Medical Care,560.15,Midwest,Post-COVID,492.27,,451.846,
2025,oct,Medical Care,,Midwest,Post-COVID,,,451.846,
2015,nov,Food at Home,229.217,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44517.926004615714
2016,nov,Food at Home,224.801,Midwest,Pre-COVID,318.49,45647.5,230.04600000000002,46712.53590953778
2017,nov,Food at Home,226.388,Midwest,Pre-COVID,320.74,46655.0,230.04600000000002,47408.856167288024
2018,nov,Food at Home,224.384,Midwest,Pre-COVID,317.9,47865.0,230.04600000000002,49072.80282907873
2019,nov,Food at Home,227.343,Midwest,Pre-COVID,322.09,,230.04600000000002,
2020,nov,Food at Home,232.725,Midwest,Post-COVID,329.72,,230.04600000000002,
2021,nov,Food at Home,249.142,Midwest,Post-COVID,352.98,,230.04600000000002,
2022,nov,Food at Home,282.201,Midwest,Post-COVID,399.82,,230.04600000000002,
2023,nov,Food at Home,286.562,Midwest,Post-COVID,406.0,,230.04600000000002,
2024,nov,Food at Home,292.523,Midwest,Post-COVID,414.44,,230.04600000000002,
2025,nov,Food at Home,,Midwest,Post-COVID,,,230.04600000000002,
2015,nov,Food Away From Home,257.145,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,43959.226362234025
2016,nov,Food Away From Home,263.583,Midwest,Pre-COVID,260.53,45647.5,254.83616666666668,44132.71689720758
2017,nov,Food Away From Home,268.29,Midwest,Pre-COVID,265.18,46655.0,254.83616666666668,44315.41002584268
2018,nov,Food Away From Home,274.604,Midwest,Pre-COVID,271.42,47865.0,254.83616666666668,44419.357028666745
2019,nov,Food Away From Home,282.151,Midwest,Pre-COVID,278.88,,254.83616666666668,
2020,nov,Food Away From Home,290.913,Midwest,Post-COVID,287.54,,254.83616666666668,
2021,nov,Food Away From Home,311.731,Midwest,Post-COVID,308.12,,254.83616666666668,
2022,nov,Food Away From Home,340.248,Midwest,Post-COVID,336.31,,254.83616666666668,
2023,nov,Food Away From Home,355.077,Midwest,Post-COVID,350.96,,254.83616666666668,
2024,nov,Food Away From Home,365.247,Midwest,Post-COVID,361.02,,254.83616666666668,
2025,nov,Food Away From Home,,Midwest,Post-COVID,,,254.83616666666668,
2015,nov,Energy,183.519,Midwest,Pre-COVID,275.83,44357.5,195.657,47291.31794255636
2016,nov,Energy,181.718,Midwest,Pre-COVID,273.13,45647.5,195.657,49148.97207486325
2017,nov,Energy,204.945,Midwest,Pre-COVID,308.04,46655.0,195.657,44540.61984922784
2018,nov,Energy,197.513,Midwest,Pre-COVID,296.87,47865.0,195.657,47415.21978300162
2019,nov,Energy,197.989,Midwest,Pre-COVID,297.58,,195.657,
2020,nov,Energy,179.638,Midwest,Post-COVID,270.0,,195.657,
2021,nov,Energy,245.627,Midwest,Post-COVID,369.18,,195.657,
2022,nov,Energy,272.717,Midwest,Post-COVID,409.9,,195.657,
2023,nov,Energy,248.681,Midwest,Post-COVID,373.77,,195.657,
2024,nov,Energy,240.223,Midwest,Post-COVID,361.06,,195.657,
2025,nov,Energy,,Midwest,Post-COVID,,,195.657,
2015,nov,Shelter,251.104,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44007.15905809944
2016,nov,Shelter,258.337,Midwest,Pre-COVID,1414.78,45647.5,249.12075000000002,44019.01173902694
2017,nov,Shelter,264.847,Midwest,Pre-COVID,1450.43,46655.0,249.12075000000002,43884.69037312109
2018,nov,Shelter,274.129,Midwest,Pre-COVID,1501.26,47865.0,249.12075000000002,43498.37010586257
2019,nov,Shelter,281.961,Midwest,Pre-COVID,1544.15,,249.12075000000002,
2020,nov,Shelter,287.663,Midwest,Post-COVID,1575.38,,249.12075000000002,
2021,nov,Shelter,300.638,Midwest,Post-COVID,1646.44,,249.12075000000002,
2022,nov,Shelter,317.131,Midwest,Post-COVID,1736.76,,249.12075000000002,
2023,nov,Shelter,338.643,Midwest,Post-COVID,1854.57,,249.12075000000002,
2024,nov,Shelter,357.747,Midwest,Post-COVID,1959.2,,249.12075000000002,
2025,nov,Shelter,,Midwest,Post-COVID,,,249.12075000000002,
2015,nov,Medical Care,456.198,Midwest,Pre-COVID,399.58,44357.5,451.846,43934.34198527832
2016,nov,Medical Care,477.271,Midwest,Pre-COVID,418.04,45647.5,451.846,43215.7836637885
2017,nov,Medical Care,479.998,Midwest,Pre-COVID,420.43,46655.0,451.846,43918.672848636874
2018,nov,Medical Care,487.769,Midwest,Pre-COVID,427.24,47865.0,451.846,44339.85921614534
2019,nov,Medical Care,507.577,Midwest,Pre-COVID,444.59,,451.846,
2020,nov,Medical Care,519.503,Midwest,Post-COVID,455.03,,451.846,
2021,nov,Medical Care,524.39,Midwest,Post-COVID,459.31,,451.846,
2022,nov,Medical Care,548.459,Midwest,Post-COVID,480.39,,451.846,
2023,nov,Medical Care,551.49,Midwest,Post-COVID,483.05,,451.846,
2024,nov,Medical Care,560.81,Midwest,Post-COVID,491.21,,451.846,
2025,nov,Medical Care,,Midwest,Post-COVID,,,451.846,
2015,dec,Food at Home,229.594,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44444.826280303496
2016,dec,Food at Home,224.151,Midwest,Pre-COVID,317.05,45647.5,230.04600000000002,46847.994365405466
2017,dec,Food at Home,225.452,Midwest,Pre-COVID,318.89,46655.0,230.04600000000002,47605.68160850203
2018,dec,Food at Home,224.499,Midwest,Pre-COVID,317.54,47865.0,230.04600000000002,49047.6652011813
2019,dec,Food at Home,227.074,Midwest,Pre-COVID,321.19,,230.04600000000002,
2020,dec,Food at Home,233.262,Midwest,Post-COVID,329.94,,230.04600000000002,
2021,dec,Food at Home,250.622,Midwest,Post-COVID,354.49,,230.04600000000002,
2022,dec,Food at Home,283.1,Midwest,Post-COVID,400.43,,230.04600000000002,
2023,dec,Food at Home,287.002,Midwest,Post-COVID,405.95,,230.04600000000002,
2024,dec,Food at Home,291.229,Midwest,Post-COVID,411.93,,230.04600000000002,
2025,dec,Food at Home,,Midwest,Post-COVID,,,230.04600000000002,
2015,dec,Food Away From Home,257.281,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,43935.98929931346
2016,dec,Food Away From Home,263.767,Midwest,Pre-COVID,260.57,45647.5,254.83616666666668,44101.93055961007
2017,dec,Food Away From Home,268.849,Midwest,Pre-COVID,265.59,46655.0,254.83616666666668,44223.267915570956
2018,dec,Food Away From Home,275.44,Midwest,Pre-COVID,272.11,47865.0,254.83616666666668,44284.53789391519
2019,dec,Food Away From Home,283.025,Midwest,Pre-COVID,279.6,,254.83616666666668,
2020,dec,Food Away From Home,291.304,Midwest,Post-COVID,287.78,,254.83616666666668,
2021,dec,Food Away From Home,313.604,Midwest,Post-COVID,309.81,,254.83616666666668,
2022,dec,Food Away From Home,341.267,Midwest,Post-COVID,337.14,,254.83616666666668,
2023,dec,Food Away From Home,355.446,Midwest,Post-COVID,351.14,,254.83616666666668,
2024,dec,Food Away From Home,366.314,Midwest,Post-COVID,361.88,,254.83616666666668,
2025,dec,Food Away From Home,,Midwest,Post-COVID,,,254.83616666666668,
2015,dec,Energy,172.607,Midwest,Pre-COVID,275.83,44357.5,195.657,50281.01628265366
2016,dec,Energy,186.581,Midwest,Pre-COVID,298.16,45647.5,195.657,47867.965695864
2017,dec,Energy,197.85,Midwest,Pre-COVID,316.17,46655.0,195.657,46137.86876421532
2018,dec,Energy,188.207,Midwest,Pre-COVID,300.76,47865.0,195.657,49759.69174897852
2019,dec,Energy,198.773,Midwest,Pre-COVID,317.65,,195.657,
2020,dec,Energy,184.125,Midwest,Post-COVID,294.24,,195.657,
2021,dec,Energy,240.486,Midwest,Post-COVID,384.31,,195.657,
2022,dec,Energy,253.118,Midwest,Post-COVID,404.49,,195.657,
2023,dec,Energy,238.716,Midwest,Post-COVID,381.48,,195.657,
2024,dec,Energy,243.448,Midwest,Post-COVID,389.04,,195.657,
2025,dec,Energy,,Midwest,Post-COVID,,,195.657,
2015,dec,Shelter,251.159,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,43997.52215976732
2016,dec,Shelter,258.348,Midwest,Pre-COVID,1414.53,45647.5,249.12075000000002,44017.13748751684
2017,dec,Shelter,265.446,Midwest,Pre-COVID,1453.39,46655.0,249.12075000000002,43785.66108078479
2018,dec,Shelter,274.41,Midwest,Pre-COVID,1502.47,47865.0,249.12075000000002,43453.82711544769
2019,dec,Shelter,283.184,Midwest,Pre-COVID,1550.51,,249.12075000000002,
2020,dec,Shelter,288.195,Midwest,Post-COVID,1577.95,,249.12075000000002,
2021,dec,Shelter,301.055,Midwest,Post-COVID,1648.36,,249.12075000000002,
2022,dec,Shelter,319.195,Midwest,Post-COVID,1747.68,,249.12075000000002,
2023,dec,Shelter,340.12,Midwest,Post-COVID,1862.25,,249.12075000000002,
2024,dec,Shelter,358.975,Midwest,Post-COVID,1965.49,,249.12075000000002,
2025,dec,Shelter,,Midwest,Post-COVID,,,249.12075000000002,
2015,dec,Medical Care,456.158,Midwest,Pre-COVID,399.58,44357.5,451.846,43938.19454004972
2016,dec,Medical Care,477.476,Midwest,Pre-COVID,418.26,45647.5,451.846,43197.22935812481
2017,dec,Medical Care,480.251,Midwest,Pre-COVID,420.69,46655.0,451.846,43895.53614672328
2018,dec,Medical Care,487.717,Midwest,Pre-COVID,427.23,47865.0,451.846,44344.586696793434
2019,dec,Medical Care,505.493,Midwest,Pre-COVID,442.8,,451.846,
2020,dec,Medical Care,518.433,Midwest,Post-COVID,454.13,,451.846,
2021,dec,Medical Care,527.708,Midwest,Post-COVID,462.26,,451.846,
2022,dec,Medical Care,546.667,Midwest,Post-COVID,478.87,,451.846,
2023,dec,Medical Care,549.769,Midwest,Post-COVID,481.58,,451.846,
2024,dec,Medical Care,562.21,Midwest,Post-COVID,492.48,,451.846,
2025,dec,Medical Care,,Midwest,Post-COVID,,,451.846,
2015,jan,Food at Home,241.728,South,Pre-COVID,331.0,45784.12,241.08658333333335,45662.63346291424
2016,jan,Food at Home,239.421,South,Pre-COVID,327.84,46884.71,241.08658333333335,47210.87350096344
2017,jan,Food at Home,236.101,South,Pre-COVID,323.29,47828.24,241.08658333333335,48838.196231471564
2018,jan,Food at Home,238.422,South,Pre-COVID,326.47,48918.24,241.08658333333335,49464.94595414853
2019,jan,Food at Home,239.698,South,Pre-COVID,328.22,,241.08658333333335,
2020,jan,Food at Home,240.809,South,Post-COVID,329.74,,241.08658333333335,
2021,jan,Food at Home,249.764,South,Post-COVID,342.0,,241.08658333333335,
2022,jan,Food at Home,267.58,South,Post-COVID,366.4,,241.08658333333335,
2023,jan,Food at Home,299.3,South,Post-COVID,409.83,,241.08658333333335,
2024,jan,Food at Home,301.893,South,Post-COVID,413.38,,241.08658333333335,
2025,jan,Food at Home,308.419,South,Post-COVID,422.32,,241.08658333333335,
2015,jan,Food Away From Home,255.943,South,Pre-COVID,260.0,45784.12,259.2726666666667,46379.74425316054
2016,jan,Food Away From Home,262.498,South,Pre-COVID,266.66,46884.71,259.2726666666667,46308.633923280686
2017,jan,Food Away From Home,267.82,South,Pre-COVID,272.07,47828.24,259.2726666666667,46301.82707330794
2018,jan,Food Away From Home,272.97,South,Pre-COVID,277.3,48918.24,259.2726666666667,46463.57670601165
2019,jan,Food Away From Home,280.009,South,Pre-COVID,284.45,,259.2726666666667,
2020,jan,Food Away From Home,287.598,South,Post-COVID,292.16,,259.2726666666667,
2021,jan,Food Away From Home,297.93,South,Post-COVID,302.65,,259.2726666666667,
2022,jan,Food Away From Home,315.411,South,Post-COVID,320.41,,259.2726666666667,
2023,jan,Food Away From Home,340.027,South,Post-COVID,345.42,,259.2726666666667,
2024,jan,Food Away From Home,358.053,South,Post-COVID,363.73,,259.2726666666667,
2025,jan,Food Away From Home,369.651,South,Post-COVID,375.51,,259.2726666666667,
2015,jan,Energy,182.897,South,Pre-COVID,284.25,45784.12,191.25875,47877.294657922226
2016,jan,Energy,167.911,South,Pre-COVID,260.96,46884.71,191.25875,53403.952264666994
2017,jan,Energy,188.535,South,Pre-COVID,293.01,47828.24,191.25875,48519.21074124168
2018,jan,Energy,196.789,South,Pre-COVID,305.84,48918.24,191.25875,47543.5183602742
2019,jan,Energy,183.724,South,Pre-COVID,285.54,,191.25875,
2020,jan,Energy,196.064,South,Post-COVID,304.71,,191.25875,
2021,jan,Energy,188.611,South,Post-COVID,293.13,,191.25875,
2022,jan,Energy,236.305,South,Post-COVID,367.25,,191.25875,
2023,jan,Energy,255.006,South,Post-COVID,396.32,,191.25875,
2024,jan,Energy,245.378,South,Post-COVID,381.36,,191.25875,
2025,jan,Energy,247.205,South,Post-COVID,384.19,,191.25875,
2015,jan,Shelter,247.197,South,Pre-COVID,1407.08,45784.12,250.84933333333333,46460.579939292686
2016,jan,Shelter,254.654,South,Pre-COVID,1449.53,46884.71,250.84933333333333,46184.227410630374
2017,jan,Shelter,261.775,South,Pre-COVID,1490.06,47828.24,250.84933333333333,45832.039417464104
2018,jan,Shelter,270.413,South,Pre-COVID,1539.23,48918.24,250.84933333333333,45379.1344788897
2019,jan,Shelter,277.768,South,Pre-COVID,1581.1,,250.84933333333333,
2020,jan,Shelter,286.674,South,Post-COVID,1631.79,,250.84933333333333,
2021,jan,Shelter,292.522,South,Post-COVID,1665.08,,250.84933333333333,
2022,jan,Shelter,306.765,South,Post-COVID,1746.15,,250.84933333333333,
2023,jan,Shelter,336.921,South,Post-COVID,1917.81,,250.84933333333333,
2024,jan,Shelter,359.429,South,Post-COVID,2045.93,,250.84933333333333,
2025,jan,Shelter,375.11,South,Post-COVID,2135.18,,250.84933333333333,
2015,jan,Medical Care,417.671,South,Pre-COVID,405.83,45784.12,424.3911666666666,46520.76898230106
2016,jan,Medical Care,432.458,South,Pre-COVID,420.2,46884.71,424.3911666666666,46010.14844384501
2017,jan,Medical Care,451.354,South,Pre-COVID,438.56,47828.24,424.3911666666666,44971.092697114305
2018,jan,Medical Care,461.691,South,Pre-COVID,448.61,48918.24,424.3911666666666,44966.15473310071
2019,jan,Medical Care,465.889,South,Pre-COVID,452.68,,424.3911666666666,
2020,jan,Medical Care,481.849,South,Post-COVID,468.19,,424.3911666666666,
2021,jan,Medical Care,493.592,South,Post-COVID,479.6,,424.3911666666666,
2022,jan,Medical Care,507.582,South,Post-COVID,493.2,,424.3911666666666,
2023,jan,Medical Care,521.622,South,Post-COVID,506.84,,424.3911666666666,
2024,jan,Medical Care,528.189,South,Post-COVID,513.22,,424.3911666666666,
2025,jan,Medical Care,540.213,South,Post-COVID,524.9,,424.3911666666666,
2015,feb,Food at Home,242.165,South,Pre-COVID,331.0,45784.12,241.08658333333335,45580.232740996165
2016,feb,Food at Home,240.21,South,Pre-COVID,328.33,46884.71,241.08658333333335,47055.80344063181
2017,feb,Food at Home,236.647,South,Pre-COVID,323.46,47828.24,241.08658333333335,48725.51508553528
2018,feb,Food at Home,237.191,South,Pre-COVID,324.2,48918.24,241.08658333333335,49721.664583732105
2019,feb,Food at Home,239.87,South,Pre-COVID,327.86,,241.08658333333335,
2020,feb,Food at Home,241.229,South,Post-COVID,329.72,,241.08658333333335,
2021,feb,Food at Home,251.276,South,Post-COVID,343.45,,241.08658333333335,
2022,feb,Food at Home,271.047,South,Post-COVID,370.48,,241.08658333333335,
2023,feb,Food at Home,300.089,South,Post-COVID,410.17,,241.08658333333335,
2024,feb,Food at Home,303.445,South,Post-COVID,414.76,,241.08658333333335,
2025,feb,Food at Home,309.178,South,Post-COVID,422.6,,241.08658333333335,
2015,feb,Food Away From Home,256.901,South,Pre-COVID,260.0,45784.12,259.2726666666667,46206.79126740132
2016,feb,Food Away From Home,262.719,South,Pre-COVID,265.89,46884.71,259.2726666666667,46269.678963429884
2017,feb,Food Away From Home,267.916,South,Pre-COVID,271.15,47828.24,259.2726666666667,46285.23614406506
2018,feb,Food Away From Home,273.685,South,Pre-COVID,276.99,48918.24,259.2726666666667,46342.19096201838
2019,feb,Food Away From Home,281.561,South,Pre-COVID,284.96,,259.2726666666667,
2020,feb,Food Away From Home,288.107,South,Post-COVID,291.58,,259.2726666666667,
2021,feb,Food Away From Home,297.797,South,Post-COVID,301.39,,259.2726666666667,
2022,feb,Food Away From Home,317.675,South,Post-COVID,321.51,,259.2726666666667,
2023,feb,Food Away From Home,342.563,South,Post-COVID,346.7,,259.2726666666667,
2024,feb,Food Away From Home,358.82,South,Post-COVID,363.15,,259.2726666666667,
2025,feb,Food Away From Home,371.15,South,Post-COVID,375.63,,259.2726666666667,
2015,feb,Energy,186.545,South,Pre-COVID,284.25,45784.12,191.25875,46941.02528103139
2016,feb,Energy,161.619,South,Pre-COVID,246.27,46884.71,191.25875,55483.025069530806
2017,feb,Energy,186.545,South,Pre-COVID,284.25,47828.24,191.25875,49036.79754000375
2018,feb,Energy,200.074,South,Pre-COVID,304.86,48918.24,191.25875,46762.90489818766
2019,feb,Energy,187.002,South,Pre-COVID,284.95,,191.25875,
2020,feb,Energy,190.334,South,Post-COVID,290.02,,191.25875,
2021,feb,Energy,195.501,South,Post-COVID,297.9,,191.25875,
2022,feb,Energy,246.813,South,Post-COVID,376.08,,191.25875,
2023,feb,Energy,255.361,South,Post-COVID,389.11,,191.25875,
2024,feb,Energy,252.118,South,Post-COVID,384.17,,191.25875,
2025,feb,Energy,248.242,South,Post-COVID,378.26,,191.25875,
2015,feb,Shelter,247.887,South,Pre-COVID,1407.08,45784.12,250.84933333333333,46331.25569010611
2016,feb,Shelter,254.928,South,Pre-COVID,1447.05,46884.71,250.84933333333333,46134.5879896546
2017,feb,Shelter,262.56,South,Pre-COVID,1490.37,47828.24,250.84933333333333,45695.01111557993
2018,feb,Shelter,270.759,South,Pre-COVID,1536.91,48918.24,250.84933333333333,45321.14497335268
2019,feb,Shelter,278.981,South,Pre-COVID,1583.58,,250.84933333333333,
