year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2017,jun,Food Away From Home,266.125,West,Pre-COVID,291.06,49716.92307692308,250.00616666666667,46705.64
2018,jun,Food Away From Home,275.616,West,Pre-COVID,301.44,50980.0,250.00616666666667,46243.01
2019,jun,Food Away From Home,284.858,West,Pre-COVID,311.55,,250.00616666666667,
2020,jun,Food Away From Home,298.074,West,Post-COVID,326.0,55413.07692307692,250.00616666666667,46477.09
2021,jun,Food Away From Home,312.352,West,Post-COVID,341.62,57181.53846153846,250.00616666666667,45768.03
2022,jun,Food Away From Home,336.151,West,Post-COVID,367.65,60580.769230769234,250.00616666666667,45055.84
2023,jun,Food Away From Home,360.841,West,Post-COVID,394.65,64514.61538461538,250.00616666666667,44698.5
2024,jun,Food Away From Home,377.964,West,Post-COVID,413.38,67345.38461538461,250.00616666666667,44545.94
2025,jun,Food Away From Home,393.62,West,Post-COVID,430.5,70388.67695938653,250.00616666666667,44707.09
2015,jun,Energy,259.758,West,Pre-COVID,299.83,47287.692307692305,239.35733333333334,43573.85
2016,jun,Energy,232.755,West,Pre-COVID,268.66,48566.92307692308,239.35733333333334,49944.57
2017,jun,Energy,241.71,West,Pre-COVID,279.0,49716.92307692308,239.35733333333334,49233.01
2018,jun,Energy,275.62,West,Pre-COVID,318.14,50980.0,239.35733333333334,44272.68
2019,jun,Energy,277.892,West,Pre-COVID,320.77,,239.35733333333334,
2020,jun,Energy,240.961,West,Post-COVID,278.14,55413.07692307692,239.35733333333334,55044.29
2021,jun,Energy,301.487,West,Post-COVID,348.0,57181.53846153846,239.35733333333334,45397.71
2022,jun,Energy,411.874,West,Post-COVID,475.42,60580.769230769234,239.35733333333334,35206.04
2023,jun,Energy,365.261,West,Post-COVID,421.61,64514.61538461538,239.35733333333334,42276.75
2024,jun,Energy,368.735,West,Post-COVID,425.62,67345.38461538461,239.35733333333334,43715.98
2025,jun,Energy,362.354,West,Post-COVID,418.26,70388.67695938653,239.35733333333334,46496.1
2015,jun,Shelter,286.858,West,Pre-COVID,1524.58,47287.692307692305,287.7921666666667,47441.69
2016,jun,Shelter,300.867,West,Pre-COVID,1599.04,48566.92307692308,287.7921666666667,46456.34
2017,jun,Shelter,315.895,West,Pre-COVID,1678.91,49716.92307692308,287.7921666666667,45293.98
2018,jun,Shelter,330.401,West,Pre-COVID,1756.0,50980.0,287.7921666666667,44405.57
2019,jun,Shelter,345.131,West,Pre-COVID,1834.29,,287.7921666666667,
2020,jun,Shelter,355.083,West,Post-COVID,1887.18,55413.07692307692,287.7921666666667,44911.89
2021,jun,Shelter,362.727,West,Post-COVID,1927.81,57181.53846153846,287.7921666666667,45368.55
2022,jun,Shelter,385.252,West,Post-COVID,2047.52,60580.769230769234,287.7921666666667,45255.24
2023,jun,Shelter,412.895,West,Post-COVID,2194.44,64514.61538461538,287.7921666666667,44967.37
2024,jun,Shelter,429.865,West,Post-COVID,2284.63,67345.38461538461,287.7921666666667,45087.35
2025,jun,Shelter,444.457,West,Post-COVID,2362.19,70388.67695938653,287.7921666666667,45577.66
2015,jun,Medical Care,453.453,West,Pre-COVID,418.42,47287.692307692305,453.81483333333335,47325.43
2016,jun,Medical Care,469.404,West,Pre-COVID,433.14,48566.92307692308,453.81483333333335,46953.99
2017,jun,Medical Care,476.913,West,Pre-COVID,440.06,49716.92307692308,453.81483333333335,47309.0
2018,jun,Medical Care,496.224,West,Pre-COVID,457.88,50980.0,453.81483333333335,46623.06
2019,jun,Medical Care,507.872,West,Pre-COVID,468.63,,453.81483333333335,
2020,jun,Medical Care,540.943,West,Post-COVID,499.15,55413.07692307692,453.81483333333335,46487.85
2021,jun,Medical Care,540.688,West,Post-COVID,498.91,57181.53846153846,453.81483333333335,47994.09
2022,jun,Medical Care,567.25,West,Post-COVID,523.42,60580.769230769234,453.81483333333335,48466.2
2023,jun,Medical Care,580.121,West,Post-COVID,535.3,64514.61538461538,453.81483333333335,50468.25
2024,jun,Medical Care,609.095,West,Post-COVID,562.03,67345.38461538461,453.81483333333335,50176.63
2025,jun,Medical Care,634.85,West,Post-COVID,585.8,70388.67695938653,453.81483333333335,50316.49
2015,jul,Food at Home,249.077,West,Pre-COVID,350.17,47287.692307692305,249.1335,47298.42
2016,jul,Food at Home,245.52,West,Pre-COVID,345.17,48566.92307692308,249.1335,49281.72
2017,jul,Food at Home,246.141,West,Pre-COVID,346.04,49716.92307692308,249.1335,50321.36
2018,jul,Food at Home,246.043,West,Pre-COVID,345.9,50980.0,249.1335,51620.35
2019,jul,Food at Home,250.45,West,Pre-COVID,352.1,,249.1335,
2020,jul,Food at Home,261.964,West,Post-COVID,368.28,55413.07692307692,249.1335,52699.05
2021,jul,Food at Home,272.502,West,Post-COVID,383.1,57181.53846153846,249.1335,52277.92
2022,jul,Food at Home,307.392,West,Post-COVID,432.15,60580.769230769234,249.1335,49099.19
2023,jul,Food at Home,317.45,West,Post-COVID,446.29,64514.61538461538,249.1335,50630.81
2024,jul,Food at Home,320.604,West,Post-COVID,450.72,67345.38461538461,249.1335,52332.45
2025,jul,Food at Home,330.207,West,Post-COVID,464.22,70388.67695938653,249.1335,53106.62
2015,jul,Food Away From Home,248.217,West,Pre-COVID,272.92,47287.692307692305,250.00616666666667,47628.55
2016,jul,Food Away From Home,258.704,West,Pre-COVID,284.45,48566.92307692308,250.00616666666667,46934.06
2017,jul,Food Away From Home,266.577,West,Pre-COVID,293.1,49716.92307692308,250.00616666666667,46626.44
2018,jul,Food Away From Home,275.768,West,Pre-COVID,303.21,50980.0,250.00616666666667,46217.52
2019,jul,Food Away From Home,285.801,West,Pre-COVID,314.24,,250.00616666666667,
2020,jul,Food Away From Home,300.104,West,Post-COVID,329.97,55413.07692307692,250.00616666666667,46162.7
2021,jul,Food Away From Home,315.954,West,Post-COVID,347.39,57181.53846153846,250.00616666666667,45246.26
2022,jul,Food Away From Home,337.584,West,Post-COVID,371.18,60580.769230769234,250.00616666666667,44864.58
2023,jul,Food Away From Home,361.011,West,Post-COVID,396.93,64514.61538461538,250.00616666666667,44677.45
2024,jul,Food Away From Home,378.716,West,Post-COVID,416.4,67345.38461538461,250.00616666666667,44457.49
2025,jul,Food Away From Home,393.978,West,Post-COVID,433.18,70388.67695938653,250.00616666666667,44666.46
2015,jul,Energy,265.318,West,Pre-COVID,299.83,47287.692307692305,239.35733333333334,42660.72
2016,jul,Energy,232.523,West,Pre-COVID,262.77,48566.92307692308,239.35733333333334,49994.41
2017,jul,Energy,237.666,West,Pre-COVID,268.58,49716.92307692308,239.35733333333334,50070.73
2018,jul,Energy,273.095,West,Pre-COVID,308.62,50980.0,239.35733333333334,44682.02
2019,jul,Energy,272.575,West,Pre-COVID,308.03,,239.35733333333334,
2020,jul,Energy,247.429,West,Post-COVID,279.62,55413.07692307692,239.35733333333334,53605.38
2021,jul,Energy,309.105,West,Post-COVID,349.32,57181.53846153846,239.35733333333334,44278.87
2022,jul,Energy,397.191,West,Post-COVID,448.86,60580.769230769234,239.35733333333334,36507.5
2023,jul,Energy,370.197,West,Post-COVID,418.36,64514.61538461538,239.35733333333334,41713.05
2024,jul,Energy,359.673,West,Post-COVID,406.46,67345.38461538461,239.35733333333334,44817.41
2025,jul,Energy,358.734,West,Post-COVID,405.4,70388.67695938653,239.35733333333334,46965.29
2015,jul,Shelter,288.418,West,Pre-COVID,1524.58,47287.692307692305,287.7921666666667,47185.08
2016,jul,Shelter,302.297,West,Pre-COVID,1597.95,48566.92307692308,287.7921666666667,46236.58
2017,jul,Shelter,317.46,West,Pre-COVID,1678.1,49716.92307692308,287.7921666666667,45070.69
2018,jul,Shelter,331.639,West,Pre-COVID,1753.05,50980.0,287.7921666666667,44239.8
2019,jul,Shelter,346.749,West,Pre-COVID,1832.92,,287.7921666666667,
2020,jul,Shelter,356.272,West,Post-COVID,1883.26,55413.07692307692,287.7921666666667,44762.01
2021,jul,Shelter,364.668,West,Post-COVID,1927.64,57181.53846153846,287.7921666666667,45127.07
2022,jul,Shelter,387.37,West,Post-COVID,2047.65,60580.769230769234,287.7921666666667,45007.8
2023,jul,Shelter,413.469,West,Post-COVID,2185.61,64514.61538461538,287.7921666666667,44904.94
2024,jul,Shelter,431.089,West,Post-COVID,2278.75,67345.38461538461,287.7921666666667,44959.33
2025,jul,Shelter,444.667,West,Post-COVID,2350.52,70388.67695938653,287.7921666666667,45556.13
2015,jul,Medical Care,455.089,West,Pre-COVID,418.42,47287.692307692305,453.81483333333335,47155.3
2016,jul,Medical Care,469.671,West,Pre-COVID,431.82,48566.92307692308,453.81483333333335,46927.3
2017,jul,Medical Care,479.489,West,Pre-COVID,440.85,49716.92307692308,453.81483333333335,47054.84
2018,jul,Medical Care,496.037,West,Pre-COVID,456.06,50980.0,453.81483333333335,46640.63
2019,jul,Medical Care,509.995,West,Pre-COVID,468.9,,453.81483333333335,
2020,jul,Medical Care,544.125,West,Post-COVID,500.28,55413.07692307692,453.81483333333335,46215.99
2021,jul,Medical Care,541.222,West,Post-COVID,497.61,57181.53846153846,453.81483333333335,47946.74
2022,jul,Medical Care,568.682,West,Post-COVID,522.86,60580.769230769234,453.81483333333335,48344.16
2023,jul,Medical Care,578.175,West,Post-COVID,531.58,64514.61538461538,453.81483333333335,50638.11
2024,jul,Medical Care,611.794,West,Post-COVID,562.49,67345.38461538461,453.81483333333335,49955.27
2025,jul,Medical Care,645.605,West,Post-COVID,593.58,70388.67695938653,453.81483333333335,49478.28
2015,aug,Food at Home,249.825,West,Pre-COVID,350.17,47287.692307692305,249.1335,47156.8
2016,aug,Food at Home,244.517,West,Pre-COVID,342.73,48566.92307692308,249.1335,49483.87
2017,aug,Food at Home,245.591,West,Pre-COVID,344.23,49716.92307692308,249.1335,50434.06
2018,aug,Food at Home,246.873,West,Pre-COVID,346.03,50980.0,249.1335,51446.8
2019,aug,Food at Home,249.406,West,Pre-COVID,349.58,,249.1335,
2020,aug,Food at Home,263.762,West,Post-COVID,369.7,55413.07692307692,249.1335,52339.81
2021,aug,Food at Home,273.184,West,Post-COVID,382.91,57181.53846153846,249.1335,52147.41
2022,aug,Food at Home,309.684,West,Post-COVID,434.07,60580.769230769234,249.1335,48735.81
2023,aug,Food at Home,318.756,West,Post-COVID,446.78,64514.61538461538,249.1335,50423.37
2024,aug,Food at Home,321.112,West,Post-COVID,450.09,67345.38461538461,249.1335,52249.66
2025,aug,Food at Home,330.33,West,Post-COVID,463.01,70388.67695938653,249.1335,53086.84
2015,aug,Food Away From Home,249.125,West,Pre-COVID,272.92,47287.692307692305,250.00616666666667,47454.95
2016,aug,Food Away From Home,259.267,West,Pre-COVID,284.03,48566.92307692308,250.00616666666667,46832.15
2017,aug,Food Away From Home,267.324,West,Pre-COVID,292.85,49716.92307692308,250.00616666666667,46496.15
2018,aug,Food Away From Home,276.72,West,Pre-COVID,303.15,50980.0,250.00616666666667,46058.52
2019,aug,Food Away From Home,286.485,West,Pre-COVID,313.84,,250.00616666666667,
2020,aug,Food Away From Home,301.748,West,Post-COVID,330.57,55413.07692307692,250.00616666666667,45911.19
2021,aug,Food Away From Home,316.242,West,Post-COVID,346.44,57181.53846153846,250.00616666666667,45205.06
2022,aug,Food Away From Home,339.446,West,Post-COVID,371.86,60580.769230769234,250.00616666666667,44618.48
2023,aug,Food Away From Home,362.061,West,Post-COVID,396.64,64514.61538461538,250.00616666666667,44547.88
2024,aug,Food Away From Home,379.477,West,Post-COVID,415.72,67345.38461538461,250.00616666666667,44368.33
2025,aug,Food Away From Home,394.767,West,Post-COVID,432.47,70388.67695938653,250.00616666666667,44577.19
2015,aug,Energy,258.734,West,Pre-COVID,299.83,47287.692307692305,239.35733333333334,43746.3
2016,aug,Energy,227.71,West,Pre-COVID,263.88,48566.92307692308,239.35733333333334,51051.11
2017,aug,Energy,240.324,West,Pre-COVID,278.5,49716.92307692308,239.35733333333334,49516.94
2018,aug,Energy,272.425,West,Pre-COVID,315.7,50980.0,239.35733333333334,44791.91
2019,aug,Energy,266.906,West,Pre-COVID,309.3,,239.35733333333334,
2020,aug,Energy,249.846,West,Post-COVID,289.53,55413.07692307692,239.35733333333334,53086.81
2021,aug,Energy,313.1,West,Post-COVID,362.84,57181.53846153846,239.35733333333334,43713.9
2022,aug,Energy,375.83,West,Post-COVID,435.53,60580.769230769234,239.35733333333334,38582.47
2023,aug,Energy,380.89,West,Post-COVID,441.39,64514.61538461538,239.35733333333334,40542.01
2024,aug,Energy,356.605,West,Post-COVID,413.25,67345.38461538461,239.35733333333334,45202.99
2025,aug,Energy,359.699,West,Post-COVID,416.84,70388.67695938653,239.35733333333334,46839.29
2015,aug,Shelter,289.532,West,Pre-COVID,1524.58,47287.692307692305,287.7921666666667,47003.53
2016,aug,Shelter,303.83,West,Pre-COVID,1599.87,48566.92307692308,287.7921666666667,46003.29
2017,aug,Shelter,318.929,West,Pre-COVID,1679.38,49716.92307692308,287.7921666666667,44863.09
2018,aug,Shelter,332.959,West,Pre-COVID,1753.26,50980.0,287.7921666666667,44064.42
2019,aug,Shelter,348.257,West,Pre-COVID,1833.81,,287.7921666666667,
2020,aug,Shelter,356.336,West,Post-COVID,1876.35,55413.07692307692,287.7921666666667,44753.97
2021,aug,Shelter,365.599,West,Post-COVID,1925.13,57181.53846153846,287.7921666666667,45012.15
2022,aug,Shelter,390.037,West,Post-COVID,2053.81,60580.769230769234,287.7921666666667,44700.04
2023,aug,Shelter,414.761,West,Post-COVID,2184.0,64514.61538461538,287.7921666666667,44765.06
2024,aug,Shelter,432.345,West,Post-COVID,2276.59,67345.38461538461,287.7921666666667,44828.72
2025,aug,Shelter,445.021,West,Post-COVID,2343.34,70388.67695938653,287.7921666666667,45519.9
2015,aug,Medical Care,451.436,West,Pre-COVID,418.42,47287.692307692305,453.81483333333335,47536.87
2016,aug,Medical Care,472.902,West,Pre-COVID,438.31,48566.92307692308,453.81483333333335,46606.68
2017,aug,Medical Care,480.581,West,Pre-COVID,445.43,49716.92307692308,453.81483333333335,46947.92
2018,aug,Medical Care,494.151,West,Pre-COVID,458.01,50980.0,453.81483333333335,46818.64
2019,aug,Medical Care,513.165,West,Pre-COVID,475.63,,453.81483333333335,
2020,aug,Medical Care,544.247,West,Post-COVID,504.44,55413.07692307692,453.81483333333335,46205.63
2021,aug,Medical Care,542.553,West,Post-COVID,502.87,57181.53846153846,453.81483333333335,47829.12
2022,aug,Medical Care,575.535,West,Post-COVID,533.44,60580.769230769234,453.81483333333335,47768.51
2023,aug,Medical Care,582.797,West,Post-COVID,540.17,64514.61538461538,453.81483333333335,50236.51
2024,aug,Medical Care,611.401,West,Post-COVID,566.68,67345.38461538461,453.81483333333335,49987.38
2025,aug,Medical Care,644.803,West,Post-COVID,597.64,70388.67695938653,453.81483333333335,49539.82
2015,sep,Food at Home,250.337,West,Pre-COVID,350.17,47287.692307692305,249.1335,47060.36
2016,sep,Food at Home,244.627,West,Pre-COVID,342.18,48566.92307692308,249.1335,49461.62
2017,sep,Food at Home,246.581,West,Pre-COVID,344.91,49716.92307692308,249.1335,50231.57
2018,sep,Food at Home,246.457,West,Pre-COVID,344.74,50980.0,249.1335,51533.64
2019,sep,Food at Home,250.531,West,Pre-COVID,350.44,,249.1335,
2020,sep,Food at Home,262.926,West,Post-COVID,367.78,55413.07692307692,249.1335,52506.23
2021,sep,Food at Home,276.214,West,Post-COVID,386.36,57181.53846153846,249.1335,51575.36
2022,sep,Food at Home,311.473,West,Post-COVID,435.68,60580.769230769234,249.1335,48455.88
2023,sep,Food at Home,318.187,West,Post-COVID,445.07,64514.61538461538,249.1335,50513.54
2024,sep,Food at Home,321.588,West,Post-COVID,449.83,67345.38461538461,249.1335,52172.32
2025,sep,Food at Home,,West,Post-COVID,,70388.67695938653,249.1335,
2015,sep,Food Away From Home,252.334,West,Pre-COVID,272.92,47287.692307692305,250.00616666666667,46851.45
2016,sep,Food Away From Home,259.616,West,Pre-COVID,280.79,48566.92307692308,250.00616666666667,46769.19
2017,sep,Food Away From Home,268.673,West,Pre-COVID,290.59,49716.92307692308,250.00616666666667,46262.7
2018,sep,Food Away From Home,277.52,West,Pre-COVID,300.16,50980.0,250.00616666666667,45925.75
2019,sep,Food Away From Home,288.102,West,Pre-COVID,311.6,,250.00616666666667,
2020,sep,Food Away From Home,302.893,West,Post-COVID,327.6,55413.07692307692,250.00616666666667,45737.64
2021,sep,Food Away From Home,315.983,West,Post-COVID,341.76,57181.53846153846,250.00616666666667,45242.11
2022,sep,Food Away From Home,341.18,West,Post-COVID,369.01,60580.769230769234,250.00616666666667,44391.72
2023,sep,Food Away From Home,363.488,West,Post-COVID,393.14,64514.61538461538,250.00616666666667,44373.0
2024,sep,Food Away From Home,381.086,West,Post-COVID,412.17,67345.38461538461,250.00616666666667,44181.0
2025,sep,Food Away From Home,,West,Post-COVID,,70388.67695938653,250.00616666666667,
2015,sep,Energy,242.168,West,Pre-COVID,299.83,47287.692307692305,239.35733333333334,46738.86
2016,sep,Energy,230.628,West,Pre-COVID,285.55,48566.92307692308,239.35733333333334,50405.19
2017,sep,Energy,248.061,West,Pre-COVID,307.13,49716.92307692308,239.35733333333334,47972.52
2018,sep,Energy,271.577,West,Pre-COVID,336.25,50980.0,239.35733333333334,44931.78
2019,sep,Energy,268.626,West,Pre-COVID,332.59,,239.35733333333334,
2020,sep,Energy,250.416,West,Post-COVID,310.05,55413.07692307692,239.35733333333334,52965.97
2021,sep,Energy,313.295,West,Post-COVID,387.9,57181.53846153846,239.35733333333334,43686.69
2022,sep,Energy,376.137,West,Post-COVID,465.7,60580.769230769234,239.35733333333334,38550.98
2023,sep,Energy,395.266,West,Post-COVID,489.39,64514.61538461538,239.35733333333334,39067.48
2024,sep,Energy,356.844,West,Post-COVID,441.82,67345.38461538461,239.35733333333334,45172.71
2025,sep,Energy,,West,Post-COVID,,70388.67695938653,239.35733333333334,
2015,sep,Shelter,290.375,West,Pre-COVID,1524.58,47287.692307692305,287.7921666666667,46867.08
2016,sep,Shelter,305.353,West,Pre-COVID,1603.22,48566.92307692308,287.7921666666667,45773.84
2017,sep,Shelter,319.659,West,Pre-COVID,1678.34,49716.92307692308,287.7921666666667,44760.64
2018,sep,Shelter,333.957,West,Pre-COVID,1753.41,50980.0,287.7921666666667,43932.74
2019,sep,Shelter,349.189,West,Pre-COVID,1833.38,,287.7921666666667,
2020,sep,Shelter,356.135,West,Post-COVID,1869.85,55413.07692307692,287.7921666666667,44779.23
2021,sep,Shelter,366.78,West,Post-COVID,1925.74,57181.53846153846,287.7921666666667,44867.22
2022,sep,Shelter,392.875,West,Post-COVID,2062.75,60580.769230769234,287.7921666666667,44377.14
2023,sep,Shelter,416.666,West,Post-COVID,2187.66,64514.61538461538,287.7921666666667,44560.39
2024,sep,Shelter,432.115,West,Post-COVID,2268.77,67345.38461538461,287.7921666666667,44852.58
2025,sep,Shelter,,West,Post-COVID,,70388.67695938653,287.7921666666667,
2015,sep,Medical Care,451.886,West,Pre-COVID,418.42,47287.692307692305,453.81483333333335,47489.54
2016,sep,Medical Care,473.509,West,Pre-COVID,438.44,48566.92307692308,453.81483333333335,46546.93
2017,sep,Medical Care,482.243,West,Pre-COVID,446.53,49716.92307692308,453.81483333333335,46786.12
