year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2023,dec,Food Away From Home,368.744,West,Post-COVID,396.14,64514.61538461538,250.00616666666667,43740.51
2024,dec,Food Away From Home,384.652,West,Post-COVID,413.23,67345.38461538461,250.00616666666667,43771.41
2025,dec,Food Away From Home,,West,Post-COVID,,70388.67695938653,250.00616666666667,
2015,dec,Energy,217.214,West,Pre-COVID,299.83,47287.692307692305,239.35733333333334,52108.32
2016,dec,Energy,222.722,West,Pre-COVID,307.44,48566.92307692308,239.35733333333334,52194.44
2017,dec,Energy,241.328,West,Pre-COVID,333.12,49716.92307692308,239.35733333333334,49310.94
2018,dec,Energy,257.96,West,Pre-COVID,356.08,50980.0,239.35733333333334,47303.6
2019,dec,Energy,266.687,West,Pre-COVID,368.12,,239.35733333333334,
2020,dec,Energy,246.618,West,Post-COVID,340.42,55413.07692307692,239.35733333333334,53781.66
2021,dec,Energy,323.449,West,Post-COVID,446.48,57181.53846153846,239.35733333333334,42315.24
2022,dec,Energy,341.756,West,Post-COVID,471.75,60580.769230769234,239.35733333333334,42429.25
2023,dec,Energy,353.908,West,Post-COVID,488.52,64514.61538461538,239.35733333333334,43632.94
2024,dec,Energy,341.413,West,Post-COVID,471.27,67345.38461538461,239.35733333333334,47214.41
2025,dec,Energy,,West,Post-COVID,,70388.67695938653,239.35733333333334,
2015,dec,Shelter,293.423,West,Pre-COVID,1524.58,47287.692307692305,287.7921666666667,46380.23
2016,dec,Shelter,309.296,West,Pre-COVID,1607.06,48566.92307692308,287.7921666666667,45190.3
2017,dec,Shelter,323.233,West,Pre-COVID,1679.47,49716.92307692308,287.7921666666667,44265.72
2018,dec,Shelter,336.308,West,Pre-COVID,1747.41,50980.0,287.7921666666667,43625.62
2019,dec,Shelter,350.777,West,Pre-COVID,1822.59,,287.7921666666667,
2020,dec,Shelter,356.259,West,Post-COVID,1851.07,55413.07692307692,287.7921666666667,44763.64
2021,dec,Shelter,372.354,West,Post-COVID,1934.7,57181.53846153846,287.7921666666667,44195.57
2022,dec,Shelter,400.578,West,Post-COVID,2081.35,60580.769230769234,287.7921666666667,43523.79
2023,dec,Shelter,420.452,West,Post-COVID,2184.61,64514.61538461538,287.7921666666667,44159.15
2024,dec,Shelter,434.699,West,Post-COVID,2258.63,67345.38461538461,287.7921666666667,44585.96
2025,dec,Shelter,,West,Post-COVID,,70388.67695938653,287.7921666666667,
2015,dec,Medical Care,459.224,West,Pre-COVID,418.42,47287.692307692305,453.81483333333335,46730.69
2016,dec,Medical Care,474.889,West,Pre-COVID,432.69,48566.92307692308,453.81483333333335,46411.67
2017,dec,Medical Care,484.898,West,Pre-COVID,441.81,49716.92307692308,453.81483333333335,46529.94
2018,dec,Medical Care,500.699,West,Pre-COVID,456.21,50980.0,453.81483333333335,46206.36
2019,dec,Medical Care,530.506,West,Pre-COVID,483.36,,453.81483333333335,
2020,dec,Medical Care,537.478,West,Post-COVID,489.72,55413.07692307692,453.81483333333335,46787.55
2021,dec,Medical Care,548.403,West,Post-COVID,499.67,57181.53846153846,453.81483333333335,47318.91
2022,dec,Medical Care,574.202,West,Post-COVID,523.18,60580.769230769234,453.81483333333335,47879.41
2023,dec,Medical Care,598.854,West,Post-COVID,545.64,64514.61538461538,453.81483333333335,48889.53
2024,dec,Medical Care,613.242,West,Post-COVID,558.75,67345.38461538461,453.81483333333335,49837.31
2025,dec,Medical Care,,West,Post-COVID,,70388.67695938653,453.81483333333335,
2015,jan,Food at Home,248.942,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51369.04
2016,jan,Food at Home,249.096,Northeast,Pre-COVID,342.29,52797.77777777778,248.7759166666667,52729.93
2017,jan,Food at Home,244.45,Northeast,Pre-COVID,335.91,53960.0,248.7759166666667,54914.9
2018,jan,Food at Home,247.944,Northeast,Pre-COVID,340.71,55435.555555555555,248.7759166666667,55621.56
2019,jan,Food at Home,250.946,Northeast,Pre-COVID,344.84,,248.7759166666667,
2020,jan,Food at Home,253.493,Northeast,Post-COVID,348.34,60284.444444444445,248.7759166666667,59162.65
2021,jan,Food at Home,260.725,Northeast,Post-COVID,358.27,62467.77777777778,248.7759166666667,59604.87
2022,jan,Food at Home,275.323,Northeast,Post-COVID,378.33,65818.88888888889,248.7759166666667,59472.53
2023,jan,Food at Home,305.904,Northeast,Post-COVID,420.36,69343.33333333333,248.7759166666667,56393.35
2024,jan,Food at Home,309.247,Northeast,Post-COVID,424.95,71988.88888888889,248.7759166666667,57911.97
2025,jan,Food at Home,312.813,Northeast,Post-COVID,429.85,75084.4050740352,248.7759166666667,59713.6
2015,jan,Food Away From Home,256.799,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51913.0
2016,jan,Food Away From Home,263.274,Northeast,Pre-COVID,273.56,52797.77777777778,259.34516666666667,52009.88
2017,jan,Food Away From Home,269.414,Northeast,Pre-COVID,279.94,53960.0,259.34516666666667,51943.35
2018,jan,Food Away From Home,276.724,Northeast,Pre-COVID,287.54,55435.555555555555,259.34516666666667,51954.09
2019,jan,Food Away From Home,283.866,Northeast,Pre-COVID,294.96,,259.34516666666667,
2020,jan,Food Away From Home,293.045,Northeast,Post-COVID,304.5,60284.444444444445,259.34516666666667,53351.8
2021,jan,Food Away From Home,305.716,Northeast,Post-COVID,317.66,62467.77777777778,259.34516666666667,52992.7
2022,jan,Food Away From Home,325.824,Northeast,Post-COVID,338.56,65818.88888888889,259.34516666666667,52389.67
2023,jan,Food Away From Home,349.205,Northeast,Post-COVID,362.85,69343.33333333333,259.34516666666667,51499.43
2024,jan,Food Away From Home,366.928,Northeast,Post-COVID,381.27,71988.88888888889,259.34516666666667,50881.84
2025,jan,Food Away From Home,379.443,Northeast,Post-COVID,394.27,75084.4050740352,259.34516666666667,51319.37
2015,jan,Energy,200.653,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50495.37
2016,jan,Energy,176.949,Northeast,Pre-COVID,258.31,52797.77777777778,197.10875,58813.01
2017,jan,Energy,198.426,Northeast,Pre-COVID,289.67,53960.0,197.10875,53601.79
2018,jan,Energy,211.791,Northeast,Pre-COVID,309.18,55435.555555555555,197.10875,51592.53
2019,jan,Energy,205.512,Northeast,Pre-COVID,300.01,,197.10875,
2020,jan,Energy,212.595,Northeast,Post-COVID,310.35,60284.444444444445,197.10875,55893.09
2021,jan,Energy,205.613,Northeast,Post-COVID,300.16,62467.77777777778,197.10875,59884.08
2022,jan,Energy,263.647,Northeast,Post-COVID,384.88,65818.88888888889,197.10875,49207.76
2023,jan,Energy,293.388,Northeast,Post-COVID,428.29,69343.33333333333,197.10875,46587.38
2024,jan,Energy,272.0,Northeast,Post-COVID,397.07,71988.88888888889,197.10875,52167.79
2025,jan,Energy,280.42,Northeast,Post-COVID,409.36,75084.4050740352,197.10875,52777.24
2015,jan,Shelter,320.295,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,52138.73
2016,jan,Shelter,328.13,Northeast,Pre-COVID,1501.69,52797.77777777778,324.87725,52274.39
2017,jan,Shelter,338.518,Northeast,Pre-COVID,1549.23,53960.0,324.87725,51785.66
2018,jan,Shelter,345.089,Northeast,Pre-COVID,1579.3,55435.555555555555,324.87725,52188.71
2019,jan,Shelter,354.236,Northeast,Pre-COVID,1621.16,,324.87725,
2020,jan,Shelter,362.949,Northeast,Post-COVID,1661.04,60284.444444444445,324.87725,53960.87
2021,jan,Shelter,367.5,Northeast,Post-COVID,1681.87,62467.77777777778,324.87725,55222.75
2022,jan,Shelter,377.619,Northeast,Post-COVID,1728.18,65818.88888888889,324.87725,56626.02
2023,jan,Shelter,399.784,Northeast,Post-COVID,1829.62,69343.33333333333,324.87725,56350.61
2024,jan,Shelter,424.528,Northeast,Post-COVID,1942.86,71988.88888888889,324.87725,55090.72
2025,jan,Shelter,447.062,Northeast,Post-COVID,2045.98,75084.4050740352,324.87725,54563.38
2015,jan,Medical Care,462.132,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,52076.14
2016,jan,Medical Care,473.711,Northeast,Pre-COVID,423.01,52797.77777777778,468.18075,52181.4
2017,jan,Medical Care,490.069,Northeast,Pre-COVID,437.61,53960.0,468.18075,51549.95
2018,jan,Medical Care,502.715,Northeast,Pre-COVID,448.91,55435.555555555555,468.18075,51627.38
2019,jan,Medical Care,512.667,Northeast,Pre-COVID,457.79,,468.18075,
2020,jan,Medical Care,542.206,Northeast,Post-COVID,484.17,60284.444444444445,468.18075,52054.05
2021,jan,Medical Care,547.28,Northeast,Post-COVID,488.7,62467.77777777778,468.18075,53439.21
2022,jan,Medical Care,558.761,Northeast,Post-COVID,498.95,65818.88888888889,468.18075,55149.05
2023,jan,Medical Care,576.98,Northeast,Post-COVID,515.22,69343.33333333333,468.18075,56267.49
2024,jan,Medical Care,561.852,Northeast,Post-COVID,501.71,71988.88888888889,468.18075,59986.99
2025,jan,Medical Care,578.674,Northeast,Post-COVID,516.73,75084.4050740352,468.18075,60747.63
2015,feb,Food at Home,248.881,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51381.63
2016,feb,Food at Home,248.472,Northeast,Pre-COVID,341.52,52797.77777777778,248.7759166666667,52862.36
2017,feb,Food at Home,244.237,Northeast,Pre-COVID,335.7,53960.0,248.7759166666667,54962.8
2018,feb,Food at Home,247.881,Northeast,Pre-COVID,340.71,55435.555555555555,248.7759166666667,55635.69
2019,feb,Food at Home,250.641,Northeast,Pre-COVID,344.5,,248.7759166666667,
2020,feb,Food at Home,253.418,Northeast,Post-COVID,348.32,60284.444444444445,248.7759166666667,59180.16
2021,feb,Food at Home,259.405,Northeast,Post-COVID,356.55,62467.77777777778,248.7759166666667,59908.17
2022,feb,Food at Home,280.327,Northeast,Post-COVID,385.31,65818.88888888889,248.7759166666667,58410.91
2023,feb,Food at Home,306.838,Northeast,Post-COVID,421.74,69343.33333333333,248.7759166666667,56221.69
2024,feb,Food at Home,308.361,Northeast,Post-COVID,423.84,71988.88888888889,248.7759166666667,58078.36
2025,feb,Food at Home,313.43,Northeast,Post-COVID,430.8,75084.4050740352,248.7759166666667,59596.06
2015,feb,Food Away From Home,257.064,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51859.48
2016,feb,Food Away From Home,263.547,Northeast,Pre-COVID,273.56,52797.77777777778,259.34516666666667,51956.0
2017,feb,Food Away From Home,269.79,Northeast,Pre-COVID,280.04,53960.0,259.34516666666667,51870.96
2018,feb,Food Away From Home,277.257,Northeast,Pre-COVID,287.79,55435.555555555555,259.34516666666667,51854.21
2019,feb,Food Away From Home,284.393,Northeast,Pre-COVID,295.2,,259.34516666666667,
2020,feb,Food Away From Home,293.687,Northeast,Post-COVID,304.85,60284.444444444445,259.34516666666667,53235.18
2021,feb,Food Away From Home,304.423,Northeast,Post-COVID,315.99,62467.77777777778,259.34516666666667,53217.78
2022,feb,Food Away From Home,324.347,Northeast,Post-COVID,336.67,65818.88888888889,259.34516666666667,52628.24
2023,feb,Food Away From Home,350.401,Northeast,Post-COVID,363.72,69343.33333333333,259.34516666666667,51323.65
2024,feb,Food Away From Home,367.438,Northeast,Post-COVID,381.4,71988.88888888889,259.34516666666667,50811.21
2025,feb,Food Away From Home,380.69,Northeast,Post-COVID,395.16,75084.4050740352,259.34516666666667,51151.27
2015,feb,Energy,200.035,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50651.37
2016,feb,Energy,170.903,Northeast,Pre-COVID,250.26,52797.77777777778,197.10875,60893.63
2017,feb,Energy,197.959,Northeast,Pre-COVID,289.88,53960.0,197.10875,53728.24
2018,feb,Energy,215.352,Northeast,Pre-COVID,315.35,55435.555555555555,197.10875,50739.41
2019,feb,Energy,206.219,Northeast,Pre-COVID,301.97,,197.10875,
2020,feb,Energy,207.448,Northeast,Post-COVID,303.77,60284.444444444445,197.10875,57279.86
2021,feb,Energy,213.744,Northeast,Post-COVID,312.99,62467.77777777778,197.10875,57606.04
2022,feb,Energy,264.302,Northeast,Post-COVID,387.02,65818.88888888889,197.10875,49085.81
2023,feb,Energy,288.596,Northeast,Post-COVID,422.6,69343.33333333333,197.10875,47360.94
2024,feb,Energy,273.665,Northeast,Post-COVID,400.74,71988.88888888889,197.10875,51850.4
2025,feb,Energy,283.512,Northeast,Post-COVID,415.15,75084.4050740352,197.10875,52201.65
2015,feb,Shelter,321.074,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,52012.23
2016,feb,Shelter,329.542,Northeast,Pre-COVID,1504.49,52797.77777777778,324.87725,52050.41
2017,feb,Shelter,338.649,Northeast,Pre-COVID,1546.07,53960.0,324.87725,51765.62
2018,feb,Shelter,345.507,Northeast,Pre-COVID,1577.38,55435.555555555555,324.87725,52125.57
2019,feb,Shelter,354.639,Northeast,Pre-COVID,1619.07,,324.87725,
2020,feb,Shelter,364.396,Northeast,Post-COVID,1663.62,60284.444444444445,324.87725,53746.6
2021,feb,Shelter,368.06,Northeast,Post-COVID,1680.34,62467.77777777778,324.87725,55138.73
2022,feb,Shelter,379.166,Northeast,Post-COVID,1731.05,65818.88888888889,324.87725,56394.98
2023,feb,Shelter,402.811,Northeast,Post-COVID,1839.0,69343.33333333333,324.87725,55927.15
2024,feb,Shelter,425.974,Northeast,Post-COVID,1944.74,71988.88888888889,324.87725,54903.71
2025,feb,Shelter,450.07,Northeast,Post-COVID,2054.75,75084.4050740352,324.87725,54198.71
2015,feb,Medical Care,465.554,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51693.36
2016,feb,Medical Care,478.863,Northeast,Pre-COVID,424.46,52797.77777777778,468.18075,51619.99
2017,feb,Medical Care,492.978,Northeast,Pre-COVID,436.98,53960.0,468.18075,51245.76
2018,feb,Medical Care,503.759,Northeast,Pre-COVID,446.53,55435.555555555555,468.18075,51520.39
2019,feb,Medical Care,513.713,Northeast,Pre-COVID,455.35,,468.18075,
2020,feb,Medical Care,544.627,Northeast,Post-COVID,482.76,60284.444444444445,468.18075,51822.65
2021,feb,Medical Care,549.824,Northeast,Post-COVID,487.36,62467.77777777778,468.18075,53191.95
2022,feb,Medical Care,559.364,Northeast,Post-COVID,495.82,65818.88888888889,468.18075,55089.6
2023,feb,Medical Care,575.275,Northeast,Post-COVID,509.92,69343.33333333333,468.18075,56434.25
2024,feb,Medical Care,562.889,Northeast,Post-COVID,498.94,71988.88888888889,468.18075,59876.48
2025,feb,Medical Care,583.024,Northeast,Post-COVID,516.79,75084.4050740352,468.18075,60294.38
2015,mar,Food at Home,248.385,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51484.23
2016,mar,Food at Home,246.278,Northeast,Pre-COVID,339.18,52797.77777777778,248.7759166666667,53333.29
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35
2022,mar,Energy,293.911,Northeast,Post-COVID,425.86,65818.88888888889,197.10875,44140.84
2023,mar,Energy,279.181,Northeast,Post-COVID,404.52,69343.33333333333,197.10875,48958.12
2024,mar,Energy,277.32,Northeast,Post-COVID,401.82,71988.88888888889,197.10875,51167.03
2025,mar,Energy,280.359,Northeast,Post-COVID,406.22,75084.4050740352,197.10875,52788.72
2015,mar,Shelter,321.995,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51863.46
2016,mar,Shelter,330.202,Northeast,Pre-COVID,1503.19,52797.77777777778,324.87725,51946.37
2017,mar,Shelter,339.146,Northeast,Pre-COVID,1543.91,53960.0,324.87725,51689.76
2018,mar,Shelter,347.179,Northeast,Pre-COVID,1580.48,55435.555555555555,324.87725,51874.54
2019,mar,Shelter,355.912,Northeast,Pre-COVID,1620.24,,324.87725,
2020,mar,Shelter,365.343,Northeast,Post-COVID,1663.17,60284.444444444445,324.87725,53607.28
2021,mar,Shelter,369.937,Northeast,Post-COVID,1684.08,62467.77777777778,324.87725,54858.96
2022,mar,Shelter,380.887,Northeast,Post-COVID,1733.93,65818.88888888889,324.87725,56140.17
2023,mar,Shelter,404.754,Northeast,Post-COVID,1842.58,69343.33333333333,324.87725,55658.68
2024,mar,Shelter,428.807,Northeast,Post-COVID,1952.08,71988.88888888889,324.87725,54540.98
2025,mar,Shelter,449.62,Northeast,Post-COVID,2046.83,75084.4050740352,324.87725,54252.96
2015,mar,Medical Care,466.218,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51619.74
2016,mar,Medical Care,479.701,Northeast,Pre-COVID,424.6,52797.77777777778,468.18075,51529.81
2017,mar,Medical Care,493.595,Northeast,Pre-COVID,436.9,53960.0,468.18075,51181.7
2018,mar,Medical Care,504.112,Northeast,Pre-COVID,446.21,55435.555555555555,468.18075,51484.31
2019,mar,Medical Care,518.479,Northeast,Pre-COVID,458.92,,468.18075,
2020,mar,Medical Care,545.933,Northeast,Post-COVID,483.23,60284.444444444445,468.18075,51698.68
2021,mar,Medical Care,548.73,Northeast,Post-COVID,485.7,62467.77777777778,468.18075,53298.0
2022,mar,Medical Care,563.166,Northeast,Post-COVID,498.48,65818.88888888889,468.18075,54717.68
2023,mar,Medical Care,561.165,Northeast,Post-COVID,496.71,69343.33333333333,468.18075,57853.24
2024,mar,Medical Care,573.512,Northeast,Post-COVID,507.64,71988.88888888889,468.18075,58767.41
2025,mar,Medical Care,582.998,Northeast,Post-COVID,516.03,75084.4050740352,468.18075,60297.07
2015,apr,Food at Home,248.741,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51410.55
2016,apr,Food at Home,247.349,Northeast,Pre-COVID,340.17,52797.77777777778,248.7759166666667,53102.36
2017,apr,Food at Home,246.69,Northeast,Pre-COVID,339.26,53960.0,248.7759166666667,54416.27
2018,apr,Food at Home,249.436,Northeast,Pre-COVID,343.04,55435.555555555555,248.7759166666667,55288.86
2019,apr,Food at Home,249.654,Northeast,Pre-COVID,343.34,,248.7759166666667,
2020,apr,Food at Home,262.18,Northeast,Post-COVID,360.57,60284.444444444445,248.7759166666667,57202.37
2021,apr,Food at Home,262.195,Northeast,Post-COVID,360.59,62467.77777777778,248.7759166666667,59270.69
2022,apr,Food at Home,286.582,Northeast,Post-COVID,394.12,65818.88888888889,248.7759166666667,57136.02
2023,apr,Food at Home,306.734,Northeast,Post-COVID,421.84,69343.33333333333,248.7759166666667,56240.75
2024,apr,Food at Home,309.571,Northeast,Post-COVID,425.74,71988.88888888889,248.7759166666667,57851.36
2025,apr,Food at Home,312.927,Northeast,Post-COVID,430.36,75084.4050740352,248.7759166666667,59691.85
2015,apr,Food Away From Home,257.49,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51773.68
2016,apr,Food Away From Home,265.001,Northeast,Pre-COVID,274.62,52797.77777777778,259.34516666666667,51670.93
2017,apr,Food Away From Home,271.236,Northeast,Pre-COVID,281.08,53960.0,259.34516666666667,51594.42
2018,apr,Food Away From Home,278.327,Northeast,Pre-COVID,288.43,55435.555555555555,259.34516666666667,51654.86
2019,apr,Food Away From Home,286.052,Northeast,Pre-COVID,296.43,,259.34516666666667,
2020,apr,Food Away From Home,296.492,Northeast,Post-COVID,307.25,60284.444444444445,259.34516666666667,52731.54
2021,apr,Food Away From Home,308.751,Northeast,Post-COVID,319.95,62467.77777777778,259.34516666666667,52471.79
2022,apr,Food Away From Home,326.649,Northeast,Post-COVID,338.5,65818.88888888889,259.34516666666667,52257.35
2023,apr,Food Away From Home,353.192,Northeast,Post-COVID,366.01,69343.33333333333,259.34516666666667,50918.08
2024,apr,Food Away From Home,369.423,Northeast,Post-COVID,382.83,71988.88888888889,259.34516666666667,50538.19
2025,apr,Food Away From Home,384.341,Northeast,Post-COVID,398.29,75084.4050740352,259.34516666666667,50665.37
2015,apr,Energy,200.716,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50479.52
2016,apr,Energy,182.145,Northeast,Pre-COVID,265.81,52797.77777777778,197.10875,57135.27
2017,apr,Energy,198.421,Northeast,Pre-COVID,289.57,53960.0,197.10875,53603.14
2018,apr,Energy,217.608,Northeast,Pre-COVID,317.57,55435.555555555555,197.10875,50213.38
2019,apr,Energy,217.787,Northeast,Pre-COVID,317.83,,197.10875,
2020,apr,Energy,187.095,Northeast,Post-COVID,273.04,60284.444444444445,197.10875,63511.01
2021,apr,Energy,221.008,Northeast,Post-COVID,322.53,62467.77777777778,197.10875,55712.67
2022,apr,Energy,294.285,Northeast,Post-COVID,429.47,65818.88888888889,197.10875,44084.74
2023,apr,Energy,277.641,Northeast,Post-COVID,405.18,69343.33333333333,197.10875,49229.68
2024,apr,Energy,280.986,Northeast,Post-COVID,410.06,71988.88888888889,197.10875,50499.46
2025,apr,Energy,280.382,Northeast,Post-COVID,409.18,75084.4050740352,197.10875,52784.39
2015,apr,Shelter,322.783,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51736.84
2016,apr,Shelter,331.18,Northeast,Pre-COVID,1503.97,52797.77777777778,324.87725,51792.97
2017,apr,Shelter,339.91,Northeast,Pre-COVID,1543.61,53960.0,324.87725,51573.58
2018,apr,Shelter,348.276,Northeast,Pre-COVID,1581.6,55435.555555555555,324.87725,51711.15
2019,apr,Shelter,357.567,Northeast,Pre-COVID,1623.8,,324.87725,
2020,apr,Shelter,365.383,Northeast,Post-COVID,1659.29,60284.444444444445,324.87725,53601.41
2021,apr,Shelter,370.994,Northeast,Post-COVID,1684.77,62467.77777777778,324.87725,54702.66
2022,apr,Shelter,382.64,Northeast,Post-COVID,1737.66,65818.88888888889,324.87725,55882.97
2023,apr,Shelter,406.734,Northeast,Post-COVID,1847.07,69343.33333333333,324.87725,55387.73
2024,apr,Shelter,430.231,Northeast,Post-COVID,1953.78,71988.88888888889,324.87725,54360.45
2025,apr,Shelter,452.83,Northeast,Post-COVID,2056.41,75084.4050740352,324.87725,53868.37
2015,apr,Medical Care,468.386,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51380.81
2016,apr,Medical Care,482.472,Northeast,Pre-COVID,425.08,52797.77777777778,468.18075,51233.86
2017,apr,Medical Care,491.537,Northeast,Pre-COVID,433.06,53960.0,468.18075,51396.0
2018,apr,Medical Care,504.859,Northeast,Pre-COVID,444.8,55435.555555555555,468.18075,51408.14
2019,apr,Medical Care,519.076,Northeast,Pre-COVID,457.33,,468.18075,
2020,apr,Medical Care,549.33,Northeast,Post-COVID,483.98,60284.444444444445,468.18075,51378.98
2021,apr,Medical Care,550.365,Northeast,Post-COVID,484.89,62467.77777777778,468.18075,53139.66
2022,apr,Medical Care,568.472,Northeast,Post-COVID,500.85,65818.88888888889,468.18075,54206.96
2023,apr,Medical Care,560.352,Northeast,Post-COVID,493.69,69343.33333333333,468.18075,57937.18
2024,apr,Medical Care,572.201,Northeast,Post-COVID,504.13,71988.88888888889,468.18075,58902.05
2025,apr,Medical Care,584.462,Northeast,Post-COVID,514.93,75084.4050740352,468.18075,60146.04
2015,may,Food at Home,248.838,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51390.51
2016,may,Food at Home,245.302,Northeast,Pre-COVID,337.22,52797.77777777778,248.7759166666667,53545.49
2017,may,Food at Home,246.032,Northeast,Pre-COVID,338.23,53960.0,248.7759166666667,54561.8
2018,may,Food at Home,248.22,Northeast,Pre-COVID,341.23,55435.555555555555,248.7759166666667,55559.71
2019,may,Food at Home,250.646,Northeast,Pre-COVID,344.57,,248.7759166666667,
2020,may,Food at Home,264.135,Northeast,Post-COVID,363.11,60284.444444444445,248.7759166666667,56778.99
2021,may,Food at Home,263.165,Northeast,Post-COVID,361.78,62467.77777777778,248.7759166666667,59052.22
2022,may,Food at Home,290.648,Northeast,Post-COVID,399.56,65818.88888888889,248.7759166666667,56336.72
2023,may,Food at Home,305.619,Northeast,Post-COVID,420.14,69343.33333333333,248.7759166666667,56445.94
2024,may,Food at Home,307.711,Northeast,Post-COVID,423.02,71988.88888888889,248.7759166666667,58201.05
2025,may,Food at Home,313.569,Northeast,Post-COVID,431.07,75084.4050740352,248.7759166666667,59569.64
2015,may,Food Away From Home,258.477,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51575.99
2016,may,Food Away From Home,265.316,Northeast,Pre-COVID,273.89,52797.77777777778,259.34516666666667,51609.58
2017,may,Food Away From Home,271.597,Northeast,Pre-COVID,280.38,53960.0,259.34516666666667,51525.85
2018,may,Food Away From Home,280.017,Northeast,Pre-COVID,289.07,55435.555555555555,259.34516666666667,51343.11
2019,may,Food Away From Home,286.691,Northeast,Pre-COVID,295.96,,259.34516666666667,
2020,may,Food Away From Home,298.07,Northeast,Post-COVID,307.71,60284.444444444445,259.34516666666667,52452.37
2021,may,Food Away From Home,308.774,Northeast,Post-COVID,318.76,62467.77777777778,259.34516666666667,52467.88
2022,may,Food Away From Home,328.173,Northeast,Post-COVID,338.78,65818.88888888889,259.34516666666667,52014.67
2023,may,Food Away From Home,354.585,Northeast,Post-COVID,366.05,69343.33333333333,259.34516666666667,50718.05
2024,may,Food Away From Home,371.911,Northeast,Post-COVID,383.93,71988.88888888889,259.34516666666667,50200.1
2025,may,Food Away From Home,385.637,Northeast,Post-COVID,398.1,75084.4050740352,259.34516666666667,50495.1
