year,month,category,cpi,region,period,estimatedcost,avg_wage
2023,jan,Energy,255.006,South,Post-COVID,396.32,60820.0
2024,jan,Energy,245.378,South,Post-COVID,381.36,63161.17647058824
2025,jan,Energy,247.205,South,Post-COVID,384.19,65753.23597589921
2015,jan,Shelter,247.197,South,Pre-COVID,1407.08,45784.117647058825
2016,jan,Shelter,254.654,South,Pre-COVID,1449.53,46884.705882352944
2017,jan,Shelter,261.775,South,Pre-COVID,1490.06,47828.23529411765
2018,jan,Shelter,270.413,South,Pre-COVID,1539.23,48918.23529411765
2019,jan,Shelter,277.768,South,Pre-COVID,1581.1,
2020,jan,Shelter,286.674,South,Post-COVID,1631.79,52548.82352941176
2021,jan,Shelter,292.522,South,Post-COVID,1665.08,54384.117647058825
2022,jan,Shelter,306.765,South,Post-COVID,1746.15,57502.35294117647
2023,jan,Shelter,336.921,South,Post-COVID,1917.81,60820.0
2024,jan,Shelter,359.429,South,Post-COVID,2045.93,63161.17647058824
2025,jan,Shelter,375.11,South,Post-COVID,2135.18,65753.23597589921
2015,jan,Medical Care,417.671,South,Pre-COVID,405.83,45784.117647058825
2016,jan,Medical Care,432.458,South,Pre-COVID,420.2,46884.705882352944
2017,jan,Medical Care,451.354,South,Pre-COVID,438.56,47828.23529411765
2018,jan,Medical Care,461.691,South,Pre-COVID,448.61,48918.23529411765
2019,jan,Medical Care,465.889,South,Pre-COVID,452.68,
2020,jan,Medical Care,481.849,South,Post-COVID,468.19,52548.82352941176
2021,jan,Medical Care,493.592,South,Post-COVID,479.6,54384.117647058825
2022,jan,Medical Care,507.582,South,Post-COVID,493.2,57502.35294117647
2023,jan,Medical Care,521.622,South,Post-COVID,506.84,60820.0
2024,jan,Medical Care,528.189,South,Post-COVID,513.22,63161.17647058824
2025,jan,Medical Care,540.213,South,Post-COVID,524.9,65753.23597589921
2015,feb,Food at Home,242.165,South,Pre-COVID,331.0,45784.117647058825
2016,feb,Food at Home,240.21,South,Pre-COVID,328.33,46884.705882352944
2017,feb,Food at Home,236.647,South,Pre-COVID,323.46,47828.23529411765
2018,feb,Food at Home,237.191,South,Pre-COVID,324.2,48918.23529411765
2019,feb,Food at Home,239.87,South,Pre-COVID,327.86,
2020,feb,Food at Home,241.229,South,Post-COVID,329.72,52548.82352941176
2021,feb,Food at Home,251.276,South,Post-COVID,343.45,54384.117647058825
2022,feb,Food at Home,271.047,South,Post-COVID,370.48,57502.35294117647
2023,feb,Food at Home,300.089,South,Post-COVID,410.17,60820.0
2024,feb,Food at Home,303.445,South,Post-COVID,414.76,63161.17647058824
2025,feb,Food at Home,309.178,South,Post-COVID,422.6,65753.23597589921
2015,feb,Food Away From Home,256.901,South,Pre-COVID,260.0,45784.117647058825
2016,feb,Food Away From Home,262.719,South,Pre-COVID,265.89,46884.705882352944
2017,feb,Food Away From Home,267.916,South,Pre-COVID,271.15,47828.23529411765
2018,feb,Food Away From Home,273.685,South,Pre-COVID,276.99,48918.23529411765
2019,feb,Food Away From Home,281.561,South,Pre-COVID,284.96,
2020,feb,Food Away From Home,288.107,South,Post-COVID,291.58,52548.82352941176
2021,feb,Food Away From Home,297.797,South,Post-COVID,301.39,54384.117647058825
2022,feb,Food Away From Home,317.675,South,Post-COVID,321.51,57502.35294117647
2023,feb,Food Away From Home,342.563,South,Post-COVID,346.7,60820.0
2024,feb,Food Away From Home,358.82,South,Post-COVID,363.15,63161.17647058824
2025,feb,Food Away From Home,371.15,South,Post-COVID,375.63,65753.23597589921
2015,feb,Energy,186.545,South,Pre-COVID,284.25,45784.117647058825
2016,feb,Energy,161.619,South,Pre-COVID,246.27,46884.705882352944
2017,feb,Energy,186.545,South,Pre-COVID,284.25,47828.23529411765
2018,feb,Energy,200.074,South,Pre-COVID,304.86,48918.23529411765
2019,feb,Energy,187.002,South,Pre-COVID,284.95,
2020,feb,Energy,190.334,South,Post-COVID,290.02,52548.82352941176
2021,feb,Energy,195.501,South,Post-COVID,297.9,54384.117647058825
2022,feb,Energy,246.813,South,Post-COVID,376.08,57502.35294117647
2023,feb,Energy,255.361,South,Post-COVID,389.11,60820.0
2024,feb,Energy,252.118,South,Post-COVID,384.17,63161.17647058824
2025,feb,Energy,248.242,South,Post-COVID,378.26,65753.23597589921
2015,feb,Shelter,247.887,South,Pre-COVID,1407.08,45784.117647058825
2016,feb,Shelter,254.928,South,Pre-COVID,1447.05,46884.705882352944
2017,feb,Shelter,262.56,South,Pre-COVID,1490.37,47828.23529411765
2018,feb,Shelter,270.759,South,Pre-COVID,1536.91,48918.23529411765
2019,feb,Shelter,278.981,South,Pre-COVID,1583.58,
2020,feb,Shelter,287.476,South,Post-COVID,1631.8,52548.82352941176
2021,feb,Shelter,293.177,South,Post-COVID,1664.16,54384.117647058825
2022,feb,Shelter,308.941,South,Post-COVID,1753.64,57502.35294117647
2023,feb,Shelter,339.967,South,Post-COVID,1929.76,60820.0
2024,feb,Shelter,361.886,South,Post-COVID,2054.18,63161.17647058824
2025,feb,Shelter,375.491,South,Post-COVID,2131.4,65753.23597589921
2015,feb,Medical Care,420.167,South,Pre-COVID,405.83,45784.117647058825
2016,feb,Medical Care,435.89,South,Pre-COVID,421.02,46884.705882352944
2017,feb,Medical Care,458.149,South,Pre-COVID,442.52,47828.23529411765
2018,feb,Medical Care,464.905,South,Pre-COVID,449.05,48918.23529411765
2019,feb,Medical Care,468.571,South,Pre-COVID,452.59,
2020,feb,Medical Care,482.705,South,Post-COVID,466.24,52548.82352941176
2021,feb,Medical Care,496.035,South,Post-COVID,479.11,54384.117647058825
2022,feb,Medical Care,509.264,South,Post-COVID,491.89,57502.35294117647
2023,feb,Medical Care,521.41,South,Post-COVID,503.62,60820.0
2024,feb,Medical Care,528.925,South,Post-COVID,510.88,63161.17647058824
2025,feb,Medical Care,541.981,South,Post-COVID,523.49,65753.23597589921
2015,mar,Food at Home,240.999,South,Pre-COVID,331.0,45784.117647058825
2016,mar,Food at Home,239.226,South,Pre-COVID,328.56,46884.705882352944
2017,mar,Food at Home,236.434,South,Pre-COVID,324.73,47828.23529411765
2018,mar,Food at Home,236.789,South,Pre-COVID,325.22,48918.23529411765
2019,mar,Food at Home,240.947,South,Pre-COVID,330.93,
2020,mar,Food at Home,242.822,South,Post-COVID,333.5,52548.82352941176
2021,mar,Food at Home,251.902,South,Post-COVID,345.97,54384.117647058825
2022,mar,Food at Home,275.222,South,Post-COVID,378.0,57502.35294117647
2023,mar,Food at Home,299.503,South,Post-COVID,411.35,60820.0
2024,mar,Food at Home,303.61,South,Post-COVID,416.99,63161.17647058824
2025,mar,Food at Home,309.531,South,Post-COVID,425.13,65753.23597589921
2015,mar,Food Away From Home,257.298,South,Pre-COVID,260.0,45784.117647058825
2016,mar,Food Away From Home,263.08,South,Pre-COVID,265.84,46884.705882352944
2017,mar,Food Away From Home,268.034,South,Pre-COVID,270.85,47828.23529411765
2018,mar,Food Away From Home,273.787,South,Pre-COVID,276.66,48918.23529411765
2019,mar,Food Away From Home,281.996,South,Pre-COVID,284.96,
2020,mar,Food Away From Home,288.735,South,Post-COVID,291.77,52548.82352941176
2021,mar,Food Away From Home,296.709,South,Post-COVID,299.82,54384.117647058825
2022,mar,Food Away From Home,318.933,South,Post-COVID,322.28,57502.35294117647
2023,mar,Food Away From Home,345.117,South,Post-COVID,348.74,60820.0
2024,mar,Food Away From Home,359.756,South,Post-COVID,363.53,63161.17647058824
2025,mar,Food Away From Home,372.381,South,Post-COVID,376.29,65753.23597589921
2015,mar,Energy,191.746,South,Pre-COVID,284.25,45784.117647058825
2016,mar,Energy,168.538,South,Pre-COVID,249.85,46884.705882352944
2017,mar,Energy,186.386,South,Pre-COVID,276.3,47828.23529411765
2018,mar,Energy,197.996,South,Pre-COVID,293.52,48918.23529411765
2019,mar,Energy,198.068,South,Pre-COVID,293.62,
2020,mar,Energy,182.901,South,Post-COVID,271.14,52548.82352941176
2021,mar,Energy,208.996,South,Post-COVID,309.82,54384.117647058825
2022,mar,Energy,274.544,South,Post-COVID,406.99,57502.35294117647
2023,mar,Energy,251.71,South,Post-COVID,373.14,60820.0
2024,mar,Energy,259.962,South,Post-COVID,385.38,63161.17647058824
2025,mar,Energy,248.27,South,Post-COVID,368.04,65753.23597589921
2015,mar,Shelter,248.935,South,Pre-COVID,1407.08,45784.117647058825
2016,mar,Shelter,255.585,South,Pre-COVID,1444.67,46884.705882352944
2017,mar,Shelter,263.164,South,Pre-COVID,1487.51,47828.23529411765
2018,mar,Shelter,271.742,South,Pre-COVID,1536.0,48918.23529411765
2019,mar,Shelter,279.94,South,Pre-COVID,1582.34,
2020,mar,Shelter,287.956,South,Post-COVID,1627.65,52548.82352941176
2021,mar,Shelter,294.135,South,Post-COVID,1662.57,54384.117647058825
2022,mar,Shelter,311.085,South,Post-COVID,1758.38,57502.35294117647
2023,mar,Shelter,341.971,South,Post-COVID,1932.96,60820.0
2024,mar,Shelter,363.186,South,Post-COVID,2052.88,63161.17647058824
2025,mar,Shelter,376.747,South,Post-COVID,2129.53,65753.23597589921
2015,mar,Medical Care,421.612,South,Pre-COVID,405.83,45784.117647058825
2016,mar,Medical Care,436.755,South,Pre-COVID,420.41,46884.705882352944
2017,mar,Medical Care,457.812,South,Pre-COVID,440.68,47828.23529411765
2018,mar,Medical Care,465.888,South,Pre-COVID,448.45,48918.23529411765
2019,mar,Medical Care,468.551,South,Pre-COVID,451.02,
2020,mar,Medical Care,483.983,South,Post-COVID,465.87,52548.82352941176
2021,mar,Medical Care,497.142,South,Post-COVID,478.54,54384.117647058825
2022,mar,Medical Care,512.534,South,Post-COVID,493.35,57502.35294117647
2023,mar,Medical Care,520.611,South,Post-COVID,501.13,60820.0
2024,mar,Medical Care,529.761,South,Post-COVID,509.93,63161.17647058824
2025,mar,Medical Care,540.453,South,Post-COVID,520.23,65753.23597589921
2015,apr,Food at Home,239.926,South,Pre-COVID,331.0,45784.117647058825
2016,apr,Food at Home,239.123,South,Pre-COVID,329.89,46884.705882352944
2017,apr,Food at Home,236.706,South,Pre-COVID,326.56,47828.23529411765
2018,apr,Food at Home,237.67,South,Pre-COVID,327.89,48918.23529411765
2019,apr,Food at Home,240.477,South,Pre-COVID,331.76,
2020,apr,Food at Home,248.549,South,Post-COVID,342.9,52548.82352941176
2021,apr,Food at Home,252.429,South,Post-COVID,348.25,54384.117647058825
2022,apr,Food at Home,278.88,South,Post-COVID,384.74,57502.35294117647
2023,apr,Food at Home,300.837,South,Post-COVID,415.03,60820.0
2024,apr,Food at Home,303.54,South,Post-COVID,418.76,63161.17647058824
2025,apr,Food at Home,309.515,South,Post-COVID,427.0,65753.23597589921
2015,apr,Food Away From Home,257.813,South,Pre-COVID,260.0,45784.117647058825
2016,apr,Food Away From Home,263.298,South,Pre-COVID,265.53,46884.705882352944
2017,apr,Food Away From Home,268.415,South,Pre-COVID,270.69,47828.23529411765
2018,apr,Food Away From Home,273.864,South,Pre-COVID,276.19,48918.23529411765
2019,apr,Food Away From Home,282.804,South,Pre-COVID,285.2,
2020,apr,Food Away From Home,289.44,South,Post-COVID,291.9,52548.82352941176
2021,apr,Food Away From Home,297.504,South,Post-COVID,300.03,54384.117647058825
2022,apr,Food Away From Home,319.932,South,Post-COVID,322.65,57502.35294117647
2023,apr,Food Away From Home,347.009,South,Post-COVID,349.95,60820.0
2024,apr,Food Away From Home,360.513,South,Post-COVID,363.57,63161.17647058824
2025,apr,Food Away From Home,373.342,South,Post-COVID,376.51,65753.23597589921
2015,apr,Energy,192.447,South,Pre-COVID,284.25,45784.117647058825
2016,apr,Energy,173.868,South,Pre-COVID,256.81,46884.705882352944
2017,apr,Energy,191.389,South,Pre-COVID,282.69,47828.23529411765
2018,apr,Energy,203.877,South,Pre-COVID,301.13,48918.23529411765
2019,apr,Energy,206.745,South,Pre-COVID,305.37,
2020,apr,Energy,168.51,South,Post-COVID,248.89,52548.82352941176
2021,apr,Energy,210.474,South,Post-COVID,310.88,54384.117647058825
2022,apr,Energy,273.118,South,Post-COVID,403.4,57502.35294117647
2023,apr,Energy,259.068,South,Post-COVID,382.65,60820.0
2024,apr,Energy,263.563,South,Post-COVID,389.29,63161.17647058824
2025,apr,Energy,252.272,South,Post-COVID,372.61,65753.23597589921
2015,apr,Shelter,249.515,South,Pre-COVID,1407.08,45784.117647058825
2016,apr,Shelter,256.29,South,Pre-COVID,1445.29,46884.705882352944
2017,apr,Shelter,263.641,South,Pre-COVID,1486.74,47828.23529411765
2018,apr,Shelter,272.593,South,Pre-COVID,1537.23,48918.23529411765
2019,apr,Shelter,280.555,South,Pre-COVID,1582.13,
2020,apr,Shelter,287.776,South,Post-COVID,1622.85,52548.82352941176
2021,apr,Shelter,295.035,South,Post-COVID,1663.78,54384.117647058825
2022,apr,Shelter,312.814,South,Post-COVID,1764.04,57502.35294117647
2023,apr,Shelter,344.203,South,Post-COVID,1941.05,60820.0
2024,apr,Shelter,364.032,South,Post-COVID,2052.88,63161.17647058824
2025,apr,Shelter,377.595,South,Post-COVID,2129.36,65753.23597589921
2015,apr,Medical Care,422.149,South,Pre-COVID,405.83,45784.117647058825
2016,apr,Medical Care,437.48,South,Pre-COVID,420.57,46884.705882352944
2017,apr,Medical Care,455.471,South,Pre-COVID,437.87,47828.23529411765
2018,apr,Medical Care,465.488,South,Pre-COVID,447.5,48918.23529411765
2019,apr,Medical Care,470.483,South,Pre-COVID,452.3,
2020,apr,Medical Care,486.703,South,Post-COVID,467.89,52548.82352941176
2021,apr,Medical Care,495.347,South,Post-COVID,476.2,54384.117647058825
2022,apr,Medical Care,513.192,South,Post-COVID,493.36,57502.35294117647
2023,apr,Medical Care,519.128,South,Post-COVID,499.06,60820.0
2024,apr,Medical Care,529.696,South,Post-COVID,509.22,63161.17647058824
2025,apr,Medical Care,543.438,South,Post-COVID,522.43,65753.23597589921
2015,may,Food at Home,239.835,South,Pre-COVID,331.0,45784.117647058825
2016,may,Food at Home,237.93,South,Pre-COVID,328.37,46884.705882352944
2017,may,Food at Home,237.274,South,Pre-COVID,327.47,47828.23529411765
2018,may,Food at Home,237.315,South,Pre-COVID,327.52,48918.23529411765
2019,may,Food at Home,239.622,South,Pre-COVID,330.71,
2020,may,Food at Home,250.905,South,Post-COVID,346.28,52548.82352941176
2021,may,Food at Home,252.843,South,Post-COVID,348.95,54384.117647058825
2022,may,Food at Home,282.376,South,Post-COVID,389.71,57502.35294117647
2023,may,Food at Home,300.736,South,Post-COVID,415.05,60820.0
2024,may,Food at Home,303.623,South,Post-COVID,419.03,63161.17647058824
2025,may,Food at Home,310.189,South,Post-COVID,428.1,65753.23597589921
2015,may,Food Away From Home,258.529,South,Pre-COVID,260.0,45784.117647058825
2016,may,Food Away From Home,263.683,South,Pre-COVID,265.18,46884.705882352944
2017,may,Food Away From Home,269.289,South,Pre-COVID,270.82,47828.23529411765
2018,may,Food Away From Home,274.544,South,Pre-COVID,276.11,48918.23529411765
2019,may,Food Away From Home,283.012,South,Pre-COVID,284.62,
2020,may,Food Away From Home,290.28,South,Post-COVID,291.93,52548.82352941176
2021,may,Food Away From Home,298.872,South,Post-COVID,300.57,54384.117647058825
2022,may,Food Away From Home,321.619,South,Post-COVID,323.45,57502.35294117647
2023,may,Food Away From Home,348.234,South,Post-COVID,350.22,60820.0
2024,may,Food Away From Home,361.542,South,Post-COVID,363.6,63161.17647058824
2025,may,Food Away From Home,374.616,South,Post-COVID,376.75,65753.23597589921
2015,may,Energy,200.71,South,Pre-COVID,284.25,45784.117647058825
2016,may,Energy,180.957,South,Pre-COVID,256.28,46884.705882352944
2017,may,Energy,189.473,South,Pre-COVID,268.34,47828.23529411765
2018,may,Energy,210.18,South,Pre-COVID,297.66,48918.23529411765
2019,may,Energy,206.597,South,Pre-COVID,292.59,
2020,may,Energy,165.4,South,Post-COVID,234.24,52548.82352941176
2021,may,Energy,216.066,South,Post-COVID,306.0,54384.117647058825
2022,may,Energy,289.645,South,Post-COVID,410.2,57502.35294117647
2023,may,Energy,253.052,South,Post-COVID,358.38,60820.0
2024,may,Energy,262.361,South,Post-COVID,371.56,63161.17647058824
2025,may,Energy,251.106,South,Post-COVID,355.62,65753.23597589921
2015,may,Shelter,249.802,South,Pre-COVID,1407.08,45784.117647058825
2016,may,Shelter,257.15,South,Pre-COVID,1448.47,46884.705882352944
2017,may,Shelter,264.371,South,Pre-COVID,1489.15,47828.23529411765
2018,may,Shelter,273.314,South,Pre-COVID,1539.52,48918.23529411765
2019,may,Shelter,281.372,South,Pre-COVID,1584.91,
2020,may,Shelter,288.376,South,Post-COVID,1624.36,52548.82352941176
2021,may,Shelter,296.073,South,Post-COVID,1667.72,54384.117647058825
2022,may,Shelter,315.381,South,Post-COVID,1776.48,57502.35294117647
2023,may,Shelter,346.781,South,Post-COVID,1953.35,60820.0
2024,may,Shelter,364.718,South,Post-COVID,2054.38,63161.17647058824
2025,may,Shelter,378.346,South,Post-COVID,2131.15,65753.23597589921
2015,may,Medical Care,423.536,South,Pre-COVID,405.83,45784.117647058825
2016,may,Medical Care,437.172,South,Pre-COVID,418.9,46884.705882352944
2017,may,Medical Care,455.545,South,Pre-COVID,436.5,47828.23529411765
2018,may,Medical Care,465.132,South,Pre-COVID,445.69,48918.23529411765
2019,may,Medical Care,471.203,South,Pre-COVID,451.51,
2020,may,Medical Care,489.782,South,Post-COVID,469.31,52548.82352941176
2021,may,Medical Care,494.859,South,Post-COVID,474.18,54384.117647058825
2022,may,Medical Care,515.023,South,Post-COVID,493.5,57502.35294117647
2023,may,Medical Care,518.728,South,Post-COVID,497.05,60820.0
2024,may,Medical Care,532.001,South,Post-COVID,509.76,63161.17647058824
2025,may,Medical Care,544.384,South,Post-COVID,521.63,65753.23597589921
2015,jun,Food at Home,240.253,South,Pre-COVID,331.0,45784.117647058825
2016,jun,Food at Home,236.877,South,Pre-COVID,326.35,46884.705882352944
2017,jun,Food at Home,236.834,South,Pre-COVID,326.29,47828.23529411765
2018,jun,Food at Home,237.459,South,Pre-COVID,327.15,48918.23529411765
2019,jun,Food at Home,238.216,South,Pre-COVID,328.19,
2020,jun,Food at Home,253.705,South,Post-COVID,349.53,52548.82352941176
2021,jun,Food at Home,255.234,South,Post-COVID,351.64,54384.117647058825
2022,jun,Food at Home,285.549,South,Post-COVID,393.4,57502.35294117647
2023,jun,Food at Home,299.741,South,Post-COVID,412.96,60820.0
2024,jun,Food at Home,303.94,South,Post-COVID,418.74,63161.17647058824
2025,jun,Food at Home,310.1,South,Post-COVID,427.23,65753.23597589921
2015,jun,Food Away From Home,259.094,South,Pre-COVID,260.0,45784.117647058825
2016,jun,Food Away From Home,263.986,South,Pre-COVID,264.91,46884.705882352944
2017,jun,Food Away From Home,269.782,South,Pre-COVID,270.73,47828.23529411765
2018,jun,Food Away From Home,275.224,South,Pre-COVID,276.19,48918.23529411765
2019,jun,Food Away From Home,284.053,South,Pre-COVID,285.05,
2020,jun,Food Away From Home,290.776,South,Post-COVID,291.79,52548.82352941176
2021,jun,Food Away From Home,301.136,South,Post-COVID,302.19,54384.117647058825
2022,jun,Food Away From Home,324.482,South,Post-COVID,325.62,57502.35294117647
2023,jun,Food Away From Home,349.976,South,Post-COVID,351.2,60820.0
2024,jun,Food Away From Home,362.702,South,Post-COVID,363.97,63161.17647058824
2025,jun,Food Away From Home,376.77,South,Post-COVID,378.09,65753.23597589921
2015,jun,Energy,209.641,South,Pre-COVID,284.25,45784.117647058825
2016,jun,Energy,188.961,South,Pre-COVID,256.21,46884.705882352944
2017,jun,Energy,192.109,South,Pre-COVID,260.48,47828.23529411765
2018,jun,Energy,213.119,South,Pre-COVID,288.97,48918.23529411765
2019,jun,Energy,201.518,South,Pre-COVID,273.24,
2020,jun,Energy,176.191,South,Post-COVID,238.9,52548.82352941176
2021,jun,Energy,219.706,South,Post-COVID,297.9,54384.117647058825
2022,jun,Energy,311.62,South,Post-COVID,422.52,57502.35294117647
2023,jun,Energy,256.869,South,Post-COVID,348.29,60820.0
2024,jun,Energy,260.366,South,Post-COVID,353.03,63161.17647058824
2025,jun,Energy,254.699,South,Post-COVID,345.34,65753.23597589921
2015,jun,Shelter,250.743,South,Pre-COVID,1407.08,45784.117647058825
2016,jun,Shelter,257.928,South,Pre-COVID,1447.4,46884.705882352944
2017,jun,Shelter,265.464,South,Pre-COVID,1489.69,47828.23529411765
2018,jun,Shelter,273.607,South,Pre-COVID,1535.39,48918.23529411765
2019,jun,Shelter,282.573,South,Pre-COVID,1585.7,
2020,jun,Shelter,288.558,South,Post-COVID,1619.29,52548.82352941176
2021,jun,Shelter,297.405,South,Post-COVID,1668.93,54384.117647058825
2022,jun,Shelter,318.204,South,Post-COVID,1785.65,57502.35294117647
2023,jun,Shelter,348.221,South,Post-COVID,1954.1,60820.0
2024,jun,Shelter,365.488,South,Post-COVID,2050.99,63161.17647058824
2025,jun,Shelter,378.263,South,Post-COVID,2122.68,65753.23597589921
2015,jun,Medical Care,424.087,South,Pre-COVID,405.83,45784.117647058825
2016,jun,Medical Care,438.314,South,Pre-COVID,419.45,46884.705882352944
2017,jun,Medical Care,457.102,South,Pre-COVID,437.43,47828.23529411765
2018,jun,Medical Care,466.684,South,Pre-COVID,446.6,48918.23529411765
2019,jun,Medical Care,470.823,South,Pre-COVID,450.56,
2020,jun,Medical Care,489.332,South,Post-COVID,468.27,52548.82352941176
2021,jun,Medical Care,495.772,South,Post-COVID,474.43,54384.117647058825
2022,jun,Medical Care,519.243,South,Post-COVID,496.89,57502.35294117647
2023,jun,Medical Care,520.21,South,Post-COVID,497.82,60820.0
2024,jun,Medical Care,533.382,South,Post-COVID,510.42,63161.17647058824
2025,jun,Medical Care,546.841,South,Post-COVID,523.3,65753.23597589921
2015,jul,Food at Home,240.573,South,Pre-COVID,331.0,45784.117647058825
2016,jul,Food at Home,236.861,South,Pre-COVID,325.89,46884.705882352944
2017,jul,Food at Home,237.276,South,Pre-COVID,326.46,47828.23529411765
