year,month,category,cpi,region,period,estimatedcost,avg_wage
2024,jul,Medical Care,611.794,West,Post-COVID,562.49,67345.38461538461
2025,jul,Medical Care,645.605,West,Post-COVID,593.58,70388.67695938653
2015,aug,Food at Home,249.825,West,Pre-COVID,350.17,47287.692307692305
2016,aug,Food at Home,244.517,West,Pre-COVID,342.73,48566.92307692308
2017,aug,Food at Home,245.591,West,Pre-COVID,344.23,49716.92307692308
2018,aug,Food at Home,246.873,West,Pre-COVID,346.03,50980.0
2019,aug,Food at Home,249.406,West,Pre-COVID,349.58,
2020,aug,Food at Home,263.762,West,Post-COVID,369.7,55413.07692307692
2021,aug,Food at Home,273.184,West,Post-COVID,382.91,57181.53846153846
2022,aug,Food at Home,309.684,West,Post-COVID,434.07,60580.769230769234
2023,aug,Food at Home,318.756,West,Post-COVID,446.78,64514.61538461538
2024,aug,Food at Home,321.112,West,Post-COVID,450.09,67345.38461538461
2025,aug,Food at Home,330.33,West,Post-COVID,463.01,70388.67695938653
2015,aug,Food Away From Home,249.125,West,Pre-COVID,272.92,47287.692307692305
2016,aug,Food Away From Home,259.267,West,Pre-COVID,284.03,48566.92307692308
2017,aug,Food Away From Home,267.324,West,Pre-COVID,292.85,49716.92307692308
2018,aug,Food Away From Home,276.72,West,Pre-COVID,303.15,50980.0
2019,aug,Food Away From Home,286.485,West,Pre-COVID,313.84,
2020,aug,Food Away From Home,301.748,West,Post-COVID,330.57,55413.07692307692
2021,aug,Food Away From Home,316.242,West,Post-COVID,346.44,57181.53846153846
2022,aug,Food Away From Home,339.446,West,Post-COVID,371.86,60580.769230769234
2023,aug,Food Away From Home,362.061,West,Post-COVID,396.64,64514.61538461538
2024,aug,Food Away From Home,379.477,West,Post-COVID,415.72,67345.38461538461
2025,aug,Food Away From Home,394.767,West,Post-COVID,432.47,70388.67695938653
2015,aug,Energy,258.734,West,Pre-COVID,299.83,47287.692307692305
2016,aug,Energy,227.71,West,Pre-COVID,263.88,48566.92307692308
2017,aug,Energy,240.324,West,Pre-COVID,278.5,49716.92307692308
2018,aug,Energy,272.425,West,Pre-COVID,315.7,50980.0
2019,aug,Energy,266.906,West,Pre-COVID,309.3,
2020,aug,Energy,249.846,West,Post-COVID,289.53,55413.07692307692
2021,aug,Energy,313.1,West,Post-COVID,362.84,57181.53846153846
2022,aug,Energy,375.83,West,Post-COVID,435.53,60580.769230769234
2023,aug,Energy,380.89,West,Post-COVID,441.39,64514.61538461538
2024,aug,Energy,356.605,West,Post-COVID,413.25,67345.38461538461
2025,aug,Energy,359.699,West,Post-COVID,416.84,70388.67695938653
2015,aug,Shelter,289.532,West,Pre-COVID,1524.58,47287.692307692305
2016,aug,Shelter,303.83,West,Pre-COVID,1599.87,48566.92307692308
2017,aug,Shelter,318.929,West,Pre-COVID,1679.38,49716.92307692308
2018,aug,Shelter,332.959,West,Pre-COVID,1753.26,50980.0
2019,aug,Shelter,348.257,West,Pre-COVID,1833.81,
2020,aug,Shelter,356.336,West,Post-COVID,1876.35,55413.07692307692
2021,aug,Shelter,365.599,West,Post-COVID,1925.13,57181.53846153846
2022,aug,Shelter,390.037,West,Post-COVID,2053.81,60580.769230769234
2023,aug,Shelter,414.761,West,Post-COVID,2184.0,64514.61538461538
2024,aug,Shelter,432.345,West,Post-COVID,2276.59,67345.38461538461
2025,aug,Shelter,445.021,West,Post-COVID,2343.34,70388.67695938653
2015,aug,Medical Care,451.436,West,Pre-COVID,418.42,47287.692307692305
2016,aug,Medical Care,472.902,West,Pre-COVID,438.31,48566.92307692308
2017,aug,Medical Care,480.581,West,Pre-COVID,445.43,49716.92307692308
2018,aug,Medical Care,494.151,West,Pre-COVID,458.01,50980.0
2019,aug,Medical Care,513.165,West,Pre-COVID,475.63,
2020,aug,Medical Care,544.247,West,Post-COVID,504.44,55413.07692307692
2021,aug,Medical Care,542.553,West,Post-COVID,502.87,57181.53846153846
2022,aug,Medical Care,575.535,West,Post-COVID,533.44,60580.769230769234
2023,aug,Medical Care,582.797,West,Post-COVID,540.17,64514.61538461538
2024,aug,Medical Care,611.401,West,Post-COVID,566.68,67345.38461538461
2025,aug,Medical Care,644.803,West,Post-COVID,597.64,70388.67695938653
2015,sep,Food at Home,250.337,West,Pre-COVID,350.17,47287.692307692305
2016,sep,Food at Home,244.627,West,Pre-COVID,342.18,48566.92307692308
2017,sep,Food at Home,246.581,West,Pre-COVID,344.91,49716.92307692308
2018,sep,Food at Home,246.457,West,Pre-COVID,344.74,50980.0
2019,sep,Food at Home,250.531,West,Pre-COVID,350.44,
2020,sep,Food at Home,262.926,West,Post-COVID,367.78,55413.07692307692
2021,sep,Food at Home,276.214,West,Post-COVID,386.36,57181.53846153846
2022,sep,Food at Home,311.473,West,Post-COVID,435.68,60580.769230769234
2023,sep,Food at Home,318.187,West,Post-COVID,445.07,64514.61538461538
2024,sep,Food at Home,321.588,West,Post-COVID,449.83,67345.38461538461
2025,sep,Food at Home,,West,Post-COVID,,70388.67695938653
2015,sep,Food Away From Home,252.334,West,Pre-COVID,272.92,47287.692307692305
2016,sep,Food Away From Home,259.616,West,Pre-COVID,280.79,48566.92307692308
2017,sep,Food Away From Home,268.673,West,Pre-COVID,290.59,49716.92307692308
2018,sep,Food Away From Home,277.52,West,Pre-COVID,300.16,50980.0
2019,sep,Food Away From Home,288.102,West,Pre-COVID,311.6,
2020,sep,Food Away From Home,302.893,West,Post-COVID,327.6,55413.07692307692
2021,sep,Food Away From Home,315.983,West,Post-COVID,341.76,57181.53846153846
2022,sep,Food Away From Home,341.18,West,Post-COVID,369.01,60580.769230769234
2023,sep,Food Away From Home,363.488,West,Post-COVID,393.14,64514.61538461538
2024,sep,Food Away From Home,381.086,West,Post-COVID,412.17,67345.38461538461
2025,sep,Food Away From Home,,West,Post-COVID,,70388.67695938653
2015,sep,Energy,242.168,West,Pre-COVID,299.83,47287.692307692305
2016,sep,Energy,230.628,West,Pre-COVID,285.55,48566.92307692308
2017,sep,Energy,248.061,West,Pre-COVID,307.13,49716.92307692308
2018,sep,Energy,271.577,West,Pre-COVID,336.25,50980.0
2019,sep,Energy,268.626,West,Pre-COVID,332.59,
2020,sep,Energy,250.416,West,Post-COVID,310.05,55413.07692307692
2021,sep,Energy,313.295,West,Post-COVID,387.9,57181.53846153846
2022,sep,Energy,376.137,West,Post-COVID,465.7,60580.769230769234
2023,sep,Energy,395.266,West,Post-COVID,489.39,64514.61538461538
2024,sep,Energy,356.844,West,Post-COVID,441.82,67345.38461538461
2025,sep,Energy,,West,Post-COVID,,70388.67695938653
2015,sep,Shelter,290.375,West,Pre-COVID,1524.58,47287.692307692305
2016,sep,Shelter,305.353,West,Pre-COVID,1603.22,48566.92307692308
2017,sep,Shelter,319.659,West,Pre-COVID,1678.34,49716.92307692308
2018,sep,Shelter,333.957,West,Pre-COVID,1753.41,50980.0
2019,sep,Shelter,349.189,West,Pre-COVID,1833.38,
2020,sep,Shelter,356.135,West,Post-COVID,1869.85,55413.07692307692
2021,sep,Shelter,366.78,West,Post-COVID,1925.74,57181.53846153846
2022,sep,Shelter,392.875,West,Post-COVID,2062.75,60580.769230769234
2023,sep,Shelter,416.666,West,Post-COVID,2187.66,64514.61538461538
2024,sep,Shelter,432.115,West,Post-COVID,2268.77,67345.38461538461
2025,sep,Shelter,,West,Post-COVID,,70388.67695938653
2015,sep,Medical Care,451.886,West,Pre-COVID,418.42,47287.692307692305
2016,sep,Medical Care,473.509,West,Pre-COVID,438.44,48566.92307692308
2017,sep,Medical Care,482.243,West,Pre-COVID,446.53,49716.92307692308
2018,sep,Medical Care,495.094,West,Pre-COVID,458.42,50980.0
2019,sep,Medical Care,512.817,West,Pre-COVID,474.83,
2020,sep,Medical Care,543.151,West,Post-COVID,502.92,55413.07692307692
2021,sep,Medical Care,543.062,West,Post-COVID,502.84,57181.53846153846
2022,sep,Medical Care,581.386,West,Post-COVID,538.33,60580.769230769234
2023,sep,Medical Care,590.018,West,Post-COVID,546.32,64514.61538461538
2024,sep,Medical Care,610.44,West,Post-COVID,565.23,67345.38461538461
2025,sep,Medical Care,,West,Post-COVID,,70388.67695938653
2015,oct,Food at Home,251.638,West,Pre-COVID,350.17,47287.692307692305
2016,oct,Food at Home,245.051,West,Pre-COVID,341.0,48566.92307692308
2017,oct,Food at Home,245.094,West,Pre-COVID,341.06,49716.92307692308
2018,oct,Food at Home,247.233,West,Pre-COVID,344.04,50980.0
2019,oct,Food at Home,251.03,West,Pre-COVID,349.32,
2020,oct,Food at Home,263.83,West,Post-COVID,367.13,55413.07692307692
2021,oct,Food at Home,279.212,West,Post-COVID,388.54,57181.53846153846
2022,oct,Food at Home,312.155,West,Post-COVID,434.38,60580.769230769234
2023,oct,Food at Home,319.135,West,Post-COVID,444.09,64514.61538461538
2024,oct,Food at Home,322.551,West,Post-COVID,448.85,67345.38461538461
2025,oct,Food at Home,,West,Post-COVID,,70388.67695938653
2015,oct,Food Away From Home,252.981,West,Pre-COVID,272.92,47287.692307692305
2016,oct,Food Away From Home,260.057,West,Pre-COVID,280.55,48566.92307692308
2017,oct,Food Away From Home,269.251,West,Pre-COVID,290.47,49716.92307692308
2018,oct,Food Away From Home,277.981,West,Pre-COVID,299.89,50980.0
2019,oct,Food Away From Home,288.871,West,Pre-COVID,311.63,
2020,oct,Food Away From Home,303.505,West,Post-COVID,327.42,55413.07692307692
2021,oct,Food Away From Home,318.338,West,Post-COVID,343.42,57181.53846153846
2022,oct,Food Away From Home,345.261,West,Post-COVID,372.47,60580.769230769234
2023,oct,Food Away From Home,365.1,West,Post-COVID,393.87,64514.61538461538
2024,oct,Food Away From Home,382.132,West,Post-COVID,412.25,67345.38461538461
2025,oct,Food Away From Home,,West,Post-COVID,,70388.67695938653
2015,oct,Energy,230.777,West,Pre-COVID,299.83,47287.692307692305
2016,oct,Energy,232.851,West,Pre-COVID,302.53,48566.92307692308
2017,oct,Energy,244.605,West,Pre-COVID,317.8,49716.92307692308
2018,oct,Energy,275.834,West,Pre-COVID,358.37,50980.0
2019,oct,Energy,281.399,West,Pre-COVID,365.6,
2020,oct,Energy,249.409,West,Post-COVID,324.04,55413.07692307692
2021,oct,Energy,318.786,West,Post-COVID,414.18,57181.53846153846
2022,oct,Energy,395.694,West,Post-COVID,514.1,60580.769230769234
2023,oct,Energy,392.724,West,Post-COVID,510.24,64514.61538461538
2024,oct,Energy,353.701,West,Post-COVID,459.54,67345.38461538461
2025,oct,Energy,,West,Post-COVID,,70388.67695938653
2015,oct,Shelter,291.392,West,Pre-COVID,1524.58,47287.692307692305
2016,oct,Shelter,306.763,West,Pre-COVID,1605.01,48566.92307692308
2017,oct,Shelter,321.741,West,Pre-COVID,1683.37,49716.92307692308
2018,oct,Shelter,334.494,West,Pre-COVID,1750.1,50980.0
2019,oct,Shelter,349.802,West,Pre-COVID,1830.19,
2020,oct,Shelter,356.345,West,Post-COVID,1864.42,55413.07692307692
2021,oct,Shelter,368.754,West,Post-COVID,1929.35,57181.53846153846
2022,oct,Shelter,395.367,West,Post-COVID,2068.59,60580.769230769234
2023,oct,Shelter,417.624,West,Post-COVID,2185.04,64514.61538461538
2024,oct,Shelter,432.906,West,Post-COVID,2264.99,67345.38461538461
2025,oct,Shelter,,West,Post-COVID,,70388.67695938653
2015,oct,Medical Care,456.524,West,Pre-COVID,418.42,47287.692307692305
2016,oct,Medical Care,473.706,West,Pre-COVID,434.16,48566.92307692308
2017,oct,Medical Care,483.541,West,Pre-COVID,443.18,49716.92307692308
2018,oct,Medical Care,496.643,West,Pre-COVID,455.19,50980.0
2019,oct,Medical Care,521.163,West,Pre-COVID,477.66,
2020,oct,Medical Care,540.015,West,Post-COVID,494.94,55413.07692307692
2021,oct,Medical Care,546.468,West,Post-COVID,500.85,57181.53846153846
2022,oct,Medical Care,578.273,West,Post-COVID,530.0,60580.769230769234
2023,oct,Medical Care,590.688,West,Post-COVID,541.38,64514.61538461538
2024,oct,Medical Care,612.936,West,Post-COVID,561.77,67345.38461538461
2025,oct,Medical Care,,West,Post-COVID,,70388.67695938653
2015,nov,Food at Home,249.92,West,Pre-COVID,350.17,47287.692307692305
2016,nov,Food at Home,243.396,West,Pre-COVID,341.03,48566.92307692308
2017,nov,Food at Home,244.108,West,Pre-COVID,342.02,49716.92307692308
2018,nov,Food at Home,247.176,West,Pre-COVID,346.32,50980.0
2019,nov,Food at Home,250.35,West,Pre-COVID,350.77,
2020,nov,Food at Home,261.562,West,Post-COVID,366.48,55413.07692307692
2021,nov,Food at Home,281.412,West,Post-COVID,394.29,57181.53846153846
2022,nov,Food at Home,311.536,West,Post-COVID,436.5,60580.769230769234
2023,nov,Food at Home,316.867,West,Post-COVID,443.97,64514.61538461538
2024,nov,Food at Home,322.914,West,Post-COVID,452.44,67345.38461538461
2025,nov,Food at Home,,West,Post-COVID,,70388.67695938653
2015,nov,Food Away From Home,253.577,West,Pre-COVID,272.92,47287.692307692305
2016,nov,Food Away From Home,260.265,West,Pre-COVID,280.11,48566.92307692308
2017,nov,Food Away From Home,269.801,West,Pre-COVID,290.38,49716.92307692308
2018,nov,Food Away From Home,278.829,West,Pre-COVID,300.09,50980.0
2019,nov,Food Away From Home,288.878,West,Pre-COVID,310.91,
2020,nov,Food Away From Home,303.997,West,Post-COVID,327.18,55413.07692307692
2021,nov,Food Away From Home,319.627,West,Post-COVID,344.0,57181.53846153846
2022,nov,Food Away From Home,347.428,West,Post-COVID,373.93,60580.769230769234
2023,nov,Food Away From Home,366.415,West,Post-COVID,394.36,64514.61538461538
2024,nov,Food Away From Home,383.446,West,Post-COVID,412.69,67345.38461538461
2025,nov,Food Away From Home,,West,Post-COVID,,70388.67695938653
2015,nov,Energy,220.716,West,Pre-COVID,299.83,47287.692307692305
2016,nov,Energy,226.655,West,Pre-COVID,307.9,48566.92307692308
2017,nov,Energy,244.002,West,Pre-COVID,331.47,49716.92307692308
2018,nov,Energy,268.239,West,Pre-COVID,364.39,50980.0
2019,nov,Energy,277.542,West,Pre-COVID,377.03,
2020,nov,Energy,246.044,West,Post-COVID,334.24,55413.07692307692
2021,nov,Energy,323.732,West,Post-COVID,439.78,57181.53846153846
2022,nov,Energy,371.342,West,Post-COVID,504.45,60580.769230769234
2023,nov,Energy,369.686,West,Post-COVID,502.2,64514.61538461538
2024,nov,Energy,345.788,West,Post-COVID,469.74,67345.38461538461
2025,nov,Energy,,West,Post-COVID,,70388.67695938653
2015,nov,Shelter,292.216,West,Pre-COVID,1524.58,47287.692307692305
2016,nov,Shelter,307.505,West,Pre-COVID,1604.35,48566.92307692308
2017,nov,Shelter,321.991,West,Pre-COVID,1679.93,49716.92307692308
2018,nov,Shelter,335.387,West,Pre-COVID,1749.82,50980.0
2019,nov,Shelter,350.397,West,Pre-COVID,1828.13,
2020,nov,Shelter,356.17,West,Post-COVID,1858.25,55413.07692307692
2021,nov,Shelter,370.626,West,Post-COVID,1933.67,57181.53846153846
2022,nov,Shelter,397.407,West,Post-COVID,2073.4,60580.769230769234
2023,nov,Shelter,419.2,West,Post-COVID,2187.1,64514.61538461538
2024,nov,Shelter,433.778,West,Post-COVID,2263.16,67345.38461538461
2025,nov,Shelter,,West,Post-COVID,,70388.67695938653
2015,nov,Medical Care,458.708,West,Pre-COVID,418.42,47287.692307692305
2016,nov,Medical Care,473.402,West,Pre-COVID,431.82,48566.92307692308
2017,nov,Medical Care,484.696,West,Pre-COVID,442.12,49716.92307692308
2018,nov,Medical Care,498.112,West,Pre-COVID,454.36,50980.0
2019,nov,Medical Care,523.141,West,Pre-COVID,477.19,
2020,nov,Medical Care,539.106,West,Post-COVID,491.75,55413.07692307692
2021,nov,Medical Care,549.444,West,Post-COVID,501.18,57181.53846153846
2022,nov,Medical Care,573.507,West,Post-COVID,523.13,60580.769230769234
2023,nov,Medical Care,594.011,West,Post-COVID,541.84,64514.61538461538
2024,nov,Medical Care,613.36,West,Post-COVID,559.48,67345.38461538461
2025,nov,Medical Care,,West,Post-COVID,,70388.67695938653
2015,dec,Food at Home,248.48,West,Pre-COVID,350.17,47287.692307692305
2016,dec,Food at Home,243.848,West,Pre-COVID,343.64,48566.92307692308
2017,dec,Food at Home,245.42,West,Pre-COVID,345.85,49716.92307692308
2018,dec,Food at Home,248.218,West,Pre-COVID,349.8,50980.0
2019,dec,Food at Home,250.222,West,Pre-COVID,352.62,
2020,dec,Food at Home,263.334,West,Post-COVID,371.1,55413.07692307692
2021,dec,Food at Home,282.075,West,Post-COVID,397.51,57181.53846153846
2022,dec,Food at Home,312.237,West,Post-COVID,440.02,60580.769230769234
2023,dec,Food at Home,316.944,West,Post-COVID,446.65,64514.61538461538
2024,dec,Food at Home,323.397,West,Post-COVID,455.74,67345.38461538461
2025,dec,Food at Home,,West,Post-COVID,,70388.67695938653
2015,dec,Food Away From Home,254.041,West,Pre-COVID,272.92,47287.692307692305
2016,dec,Food Away From Home,260.818,West,Pre-COVID,280.2,48566.92307692308
2017,dec,Food Away From Home,270.154,West,Pre-COVID,290.23,49716.92307692308
2018,dec,Food Away From Home,279.6,West,Pre-COVID,300.37,50980.0
2019,dec,Food Away From Home,289.77,West,Pre-COVID,311.3,
2020,dec,Food Away From Home,304.699,West,Post-COVID,327.34,55413.07692307692
2021,dec,Food Away From Home,321.369,West,Post-COVID,345.25,57181.53846153846
2022,dec,Food Away From Home,348.953,West,Post-COVID,374.88,60580.769230769234
2023,dec,Food Away From Home,368.744,West,Post-COVID,396.14,64514.61538461538
2024,dec,Food Away From Home,384.652,West,Post-COVID,413.23,67345.38461538461
2025,dec,Food Away From Home,,West,Post-COVID,,70388.67695938653
2015,dec,Energy,217.214,West,Pre-COVID,299.83,47287.692307692305
2016,dec,Energy,222.722,West,Pre-COVID,307.44,48566.92307692308
2017,dec,Energy,241.328,West,Pre-COVID,333.12,49716.92307692308
2018,dec,Energy,257.96,West,Pre-COVID,356.08,50980.0
2019,dec,Energy,266.687,West,Pre-COVID,368.12,
2020,dec,Energy,246.618,West,Post-COVID,340.42,55413.07692307692
2021,dec,Energy,323.449,West,Post-COVID,446.48,57181.53846153846
2022,dec,Energy,341.756,West,Post-COVID,471.75,60580.769230769234
2023,dec,Energy,353.908,West,Post-COVID,488.52,64514.61538461538
2024,dec,Energy,341.413,West,Post-COVID,471.27,67345.38461538461
2025,dec,Energy,,West,Post-COVID,,70388.67695938653
2015,dec,Shelter,293.423,West,Pre-COVID,1524.58,47287.692307692305
2016,dec,Shelter,309.296,West,Pre-COVID,1607.06,48566.92307692308
2017,dec,Shelter,323.233,West,Pre-COVID,1679.47,49716.92307692308
2018,dec,Shelter,336.308,West,Pre-COVID,1747.41,50980.0
2019,dec,Shelter,350.777,West,Pre-COVID,1822.59,
2020,dec,Shelter,356.259,West,Post-COVID,1851.07,55413.07692307692
2021,dec,Shelter,372.354,West,Post-COVID,1934.7,57181.53846153846
2022,dec,Shelter,400.578,West,Post-COVID,2081.35,60580.769230769234
2023,dec,Shelter,420.452,West,Post-COVID,2184.61,64514.61538461538
2024,dec,Shelter,434.699,West,Post-COVID,2258.63,67345.38461538461
2025,dec,Shelter,,West,Post-COVID,,70388.67695938653
2015,dec,Medical Care,459.224,West,Pre-COVID,418.42,47287.692307692305
2016,dec,Medical Care,474.889,West,Pre-COVID,432.69,48566.92307692308
2017,dec,Medical Care,484.898,West,Pre-COVID,441.81,49716.92307692308
2018,dec,Medical Care,500.699,West,Pre-COVID,456.21,50980.0
2019,dec,Medical Care,530.506,West,Pre-COVID,483.36,
2020,dec,Medical Care,537.478,West,Post-COVID,489.72,55413.07692307692
2021,dec,Medical Care,548.403,West,Post-COVID,499.67,57181.53846153846
2022,dec,Medical Care,574.202,West,Post-COVID,523.18,60580.769230769234
2023,dec,Medical Care,598.854,West,Post-COVID,545.64,64514.61538461538
2024,dec,Medical Care,613.242,West,Post-COVID,558.75,67345.38461538461
2025,dec,Medical Care,,West,Post-COVID,,70388.67695938653
2015,jan,Food at Home,248.942,Northeast,Pre-COVID,342.08,51403.333333333336
2016,jan,Food at Home,249.096,Northeast,Pre-COVID,342.29,52797.77777777778
2017,jan,Food at Home,244.45,Northeast,Pre-COVID,335.91,53960.0
2018,jan,Food at Home,247.944,Northeast,Pre-COVID,340.71,55435.555555555555
2019,jan,Food at Home,250.946,Northeast,Pre-COVID,344.84,
2020,jan,Food at Home,253.493,Northeast,Post-COVID,348.34,60284.444444444445
2021,jan,Food at Home,260.725,Northeast,Post-COVID,358.27,62467.77777777778
2022,jan,Food at Home,275.323,Northeast,Post-COVID,378.33,65818.88888888889
2023,jan,Food at Home,305.904,Northeast,Post-COVID,420.36,69343.33333333333
2024,jan,Food at Home,309.247,Northeast,Post-COVID,424.95,71988.88888888889
